,Shutter B,Gain B,Mean Illumination B,Contrast B,Shutter I,Gain I,Mean Illumination I,Contrast I,numFeatures I,numMatches B-I,name I,FileLocation
7,466.0,16.0,161.17516601562502,237.0,77.0,16.0,39.916572265625,246.0,739,22,csail03-08-15_1_0007.png,csail03-08-15_0/
8,466.0,16.0,161.17516601562502,237.0,88.0,16.0,44.185634765625004,245.0,878,22,csail03-08-15_1_0008.png,csail03-08-15_0/
9,466.0,16.0,161.17516601562502,237.0,98.0,16.0,48.04221354166667,246.0,975,21,csail03-08-15_1_0009.png,csail03-08-15_0/
10,466.0,16.0,161.17516601562502,237.0,109.0,16.0,52.26471028645834,245.0,1091,24,csail03-08-15_1_0010.png,csail03-08-15_0/
11,466.0,16.0,161.17516601562502,237.0,120.0,16.0,56.48581705729167,245.0,1199,28,csail03-08-15_1_0011.png,csail03-08-15_0/
12,466.0,16.0,161.17516601562502,237.0,131.0,16.0,60.68581705729167,245.0,1278,25,csail03-08-15_1_0012.png,csail03-08-15_0/
13,466.0,16.0,161.17516601562502,237.0,142.0,16.0,64.82781250000001,244.0,1332,33,csail03-08-15_1_0013.png,csail03-08-15_0/
14,466.0,16.0,161.17516601562502,237.0,152.0,16.0,68.62852213541667,244.0,1400,29,csail03-08-15_1_0014.png,csail03-08-15_0/
15,466.0,16.0,161.17516601562502,237.0,163.0,16.0,72.77955403645834,244.0,1463,30,csail03-08-15_1_0015.png,csail03-08-15_0/
16,466.0,16.0,161.17516601562502,237.0,174.0,16.0,76.853779296875,243.0,1557,30,csail03-08-15_1_0016.png,csail03-08-15_0/
17,466.0,16.0,161.17516601562502,237.0,185.0,16.0,80.88360677083334,243.0,1593,31,csail03-08-15_1_0017.png,csail03-08-15_0/
18,466.0,16.0,161.17516601562502,237.0,196.0,16.0,84.91196940104167,243.0,1673,30,csail03-08-15_1_0018.png,csail03-08-15_0/
19,466.0,16.0,161.17516601562502,237.0,207.0,16.0,88.86111979166667,242.0,1710,38,csail03-08-15_1_0019.png,csail03-08-15_0/
20,466.0,16.0,161.17516601562502,237.0,217.0,16.0,92.38860351562501,242.0,1740,45,csail03-08-15_1_0020.png,csail03-08-15_0/
21,466.0,16.0,161.17516601562502,237.0,228.0,16.0,96.158515625,242.0,1765,49,csail03-08-15_1_0021.png,csail03-08-15_0/
22,466.0,16.0,161.17516601562502,237.0,239.0,16.0,99.92090494791667,241.0,1808,48,csail03-08-15_1_0022.png,csail03-08-15_0/
23,466.0,16.0,161.17516601562502,237.0,250.0,16.0,103.65585286458334,241.0,1836,53,csail03-08-15_1_0023.png,csail03-08-15_0/
24,466.0,16.0,161.17516601562502,237.0,261.0,16.0,107.38604492187501,241.0,1877,50,csail03-08-15_1_0024.png,csail03-08-15_0/
25,466.0,16.0,161.17516601562502,237.0,271.0,16.0,110.72480143229167,241.0,1914,65,csail03-08-15_1_0025.png,csail03-08-15_0/
26,466.0,16.0,161.17516601562502,237.0,282.0,16.0,114.342958984375,240.0,1916,65,csail03-08-15_1_0026.png,csail03-08-15_0/
27,466.0,16.0,161.17516601562502,237.0,293.0,16.0,117.95346028645834,240.0,1972,70,csail03-08-15_1_0027.png,csail03-08-15_0/
28,466.0,16.0,161.17516601562502,237.0,304.0,16.0,121.49612955729168,240.0,1985,64,csail03-08-15_1_0028.png,csail03-08-15_0/
29,466.0,16.0,161.17516601562502,237.0,315.0,16.0,124.96537760416668,240.0,1966,73,csail03-08-15_1_0029.png,csail03-08-15_0/
30,466.0,16.0,161.17516601562502,237.0,325.0,16.0,128.08306315104167,239.0,2012,73,csail03-08-15_1_0030.png,csail03-08-15_0/
31,466.0,16.0,161.17516601562502,237.0,336.0,16.0,131.43655598958335,239.0,1975,67,csail03-08-15_1_0031.png,csail03-08-15_0/
32,466.0,16.0,161.17516601562502,237.0,347.0,16.0,134.69804361979166,239.0,2011,87,csail03-08-15_1_0032.png,csail03-08-15_0/
33,466.0,16.0,161.17516601562502,237.0,358.0,16.0,137.89353841145834,239.0,2009,85,csail03-08-15_1_0033.png,csail03-08-15_0/
34,466.0,16.0,161.17516601562502,237.0,369.0,16.0,141.01640950520834,238.0,2007,92,csail03-08-15_1_0034.png,csail03-08-15_0/
35,466.0,16.0,161.17516601562502,237.0,380.0,16.0,144.08006184895834,238.0,2017,82,csail03-08-15_1_0035.png,csail03-08-15_0/
36,466.0,16.0,161.17516601562502,237.0,390.0,16.0,146.84914713541667,238.0,2004,91,csail03-08-15_1_0036.png,csail03-08-15_0/
37,466.0,16.0,161.17516601562502,237.0,401.0,16.0,149.60888020833335,238.0,2040,87,csail03-08-15_1_0037.png,csail03-08-15_0/
38,466.0,16.0,161.17516601562502,237.0,412.0,16.0,152.53411783854168,237.0,2056,95,csail03-08-15_1_0038.png,csail03-08-15_0/
39,466.0,16.0,161.17516601562502,237.0,423.0,16.0,155.3430924479167,237.0,2044,93,csail03-08-15_1_0039.png,csail03-08-15_0/
40,466.0,16.0,161.17516601562502,237.0,434.0,16.0,158.04831380208336,237.0,2052,95,csail03-08-15_1_0040.png,csail03-08-15_0/
41,466.0,16.0,161.17516601562502,237.0,444.0,16.0,160.47509765625,237.0,2086,100,csail03-08-15_1_0041.png,csail03-08-15_0/
42,466.0,16.0,161.17516601562502,237.0,455.0,16.0,163.16132486979168,236.0,2089,102,csail03-08-15_1_0042.png,csail03-08-15_0/
43,466.0,16.0,161.17516601562502,237.0,466.0,16.0,165.77285156250002,236.0,2079,99,csail03-08-15_1_0043.png,csail03-08-15_0/
44,466.0,16.0,161.17516601562502,237.0,477.0,16.0,168.27381184895833,237.0,2080,100,csail03-08-15_1_0044.png,csail03-08-15_0/
45,466.0,16.0,161.17516601562502,237.0,488.0,16.0,170.64460937500002,236.0,2083,107,csail03-08-15_1_0045.png,csail03-08-15_0/
46,466.0,16.0,161.17516601562502,237.0,499.0,16.0,172.99635091145834,235.0,2059,102,csail03-08-15_1_0046.png,csail03-08-15_0/
47,466.0,16.0,161.17516601562502,237.0,509.0,16.0,175.14570638020834,235.0,2081,94,csail03-08-15_1_0047.png,csail03-08-15_0/
48,466.0,16.0,161.17516601562502,237.0,520.0,16.0,177.4397721354167,234.0,2072,106,csail03-08-15_1_0048.png,csail03-08-15_0/
0,466.0,16.0,134.91526692708334,241.0,1.0,16.0,0,0,0,0,csail03-08-15_1_0000.png,csail03-08-15_0/
1,466.0,16.0,134.91526692708334,241.0,12.0,16.0,12.176767578125,41.0,6,34,csail03-08-15_1_0001.png,csail03-08-15_0/
2,466.0,16.0,134.91526692708334,241.0,23.0,16.0,15.414010416666668,75.0,52,16,csail03-08-15_1_0002.png,csail03-08-15_0/
3,466.0,16.0,134.91526692708334,241.0,33.0,16.0,18.368382161458335,102.0,115,59,csail03-08-15_1_0003.png,csail03-08-15_0/
4,466.0,16.0,134.91526692708334,241.0,44.0,16.0,21.584202473958335,135.0,155,50,csail03-08-15_1_0004.png,csail03-08-15_0/
5,466.0,16.0,134.91526692708334,241.0,55.0,16.0,24.814085286458337,169.0,207,47,csail03-08-15_1_0005.png,csail03-08-15_0/
6,466.0,16.0,134.91526692708334,241.0,66.0,16.0,28.073636067708335,203.0,248,45,csail03-08-15_1_0006.png,csail03-08-15_0/
7,466.0,16.0,134.91526692708334,241.0,77.0,16.0,31.278069661458336,226.0,320,28,csail03-08-15_1_0007.png,csail03-08-15_0/
8,466.0,16.0,134.91526692708334,241.0,88.0,16.0,34.48857747395834,231.0,356,18,csail03-08-15_1_0008.png,csail03-08-15_0/
9,466.0,16.0,134.91526692708334,241.0,98.0,16.0,37.41686197916667,233.0,413,38,csail03-08-15_1_0009.png,csail03-08-15_0/
10,466.0,16.0,134.91526692708334,241.0,109.0,16.0,40.62437174479167,234.0,462,28,csail03-08-15_1_0010.png,csail03-08-15_0/
11,466.0,16.0,134.91526692708334,241.0,120.0,16.0,43.842158203125,236.0,522,28,csail03-08-15_1_0011.png,csail03-08-15_0/
12,466.0,16.0,134.91526692708334,241.0,131.0,16.0,47.03620768229167,238.0,598,32,csail03-08-15_1_0012.png,csail03-08-15_0/
13,466.0,16.0,134.91526692708334,241.0,142.0,16.0,50.19952473958334,240.0,651,32,csail03-08-15_1_0013.png,csail03-08-15_0/
14,466.0,16.0,134.91526692708334,241.0,152.0,16.0,53.086787109375,240.0,730,33,csail03-08-15_1_0014.png,csail03-08-15_0/
15,466.0,16.0,134.91526692708334,241.0,163.0,16.0,56.27015299479167,241.0,772,35,csail03-08-15_1_0015.png,csail03-08-15_0/
16,466.0,16.0,134.91526692708334,241.0,174.0,16.0,59.42378580729167,243.0,815,35,csail03-08-15_1_0016.png,csail03-08-15_0/
17,466.0,16.0,134.91526692708334,241.0,185.0,16.0,62.56458984375001,245.0,882,44,csail03-08-15_1_0017.png,csail03-08-15_0/
18,466.0,16.0,134.91526692708334,241.0,196.0,16.0,65.73073567708333,245.0,914,36,csail03-08-15_1_0018.png,csail03-08-15_0/
19,466.0,16.0,134.91526692708334,241.0,207.0,16.0,68.83424153645834,245.0,944,46,csail03-08-15_1_0019.png,csail03-08-15_0/
20,466.0,16.0,134.91526692708334,241.0,217.0,16.0,71.57841145833333,244.0,1000,52,csail03-08-15_1_0020.png,csail03-08-15_0/
21,466.0,16.0,134.91526692708334,241.0,228.0,16.0,74.43678385416668,244.0,1063,59,csail03-08-15_1_0021.png,csail03-08-15_0/
22,466.0,16.0,134.91526692708334,241.0,239.0,16.0,77.19755533854168,244.0,1063,43,csail03-08-15_1_0022.png,csail03-08-15_0/
23,466.0,16.0,134.91526692708334,241.0,250.0,16.0,79.84209960937501,244.0,1090,49,csail03-08-15_1_0023.png,csail03-08-15_0/
24,466.0,16.0,134.91526692708334,241.0,261.0,16.0,82.42849609375,244.0,1136,67,csail03-08-15_1_0024.png,csail03-08-15_0/
25,466.0,16.0,134.91526692708334,241.0,271.0,16.0,84.703095703125,244.0,1157,57,csail03-08-15_1_0025.png,csail03-08-15_0/
26,466.0,16.0,134.91526692708334,241.0,282.0,16.0,87.18113281250001,244.0,1192,51,csail03-08-15_1_0026.png,csail03-08-15_0/
27,466.0,16.0,134.91526692708334,241.0,293.0,16.0,89.57466145833334,244.0,1229,55,csail03-08-15_1_0027.png,csail03-08-15_0/
28,466.0,16.0,134.91526692708334,241.0,304.0,16.0,91.90555989583333,243.0,1238,62,csail03-08-15_1_0028.png,csail03-08-15_0/
29,466.0,16.0,134.91526692708334,241.0,315.0,16.0,94.15741861979167,243.0,1259,72,csail03-08-15_1_0029.png,csail03-08-15_0/
30,466.0,16.0,134.91526692708334,241.0,325.0,16.0,96.16413411458333,243.0,1268,65,csail03-08-15_1_0030.png,csail03-08-15_0/
31,466.0,16.0,134.91526692708334,241.0,336.0,16.0,98.27366210937501,243.0,1281,62,csail03-08-15_1_0031.png,csail03-08-15_0/
32,466.0,16.0,134.91526692708334,241.0,347.0,16.0,100.33765299479167,242.0,1335,74,csail03-08-15_1_0032.png,csail03-08-15_0/
33,466.0,16.0,134.91526692708334,241.0,358.0,16.0,102.30224283854167,243.0,1362,77,csail03-08-15_1_0033.png,csail03-08-15_0/
34,466.0,16.0,134.91526692708334,241.0,369.0,16.0,104.16702799479167,242.0,1360,83,csail03-08-15_1_0034.png,csail03-08-15_0/
35,466.0,16.0,134.91526692708334,241.0,380.0,16.0,105.99587890625001,242.0,1407,78,csail03-08-15_1_0035.png,csail03-08-15_0/
36,466.0,16.0,134.91526692708334,241.0,390.0,16.0,107.59879231770834,242.0,1396,80,csail03-08-15_1_0036.png,csail03-08-15_0/
37,466.0,16.0,134.91526692708334,241.0,401.0,16.0,109.33198242187501,242.0,1423,73,csail03-08-15_1_0037.png,csail03-08-15_0/
38,466.0,16.0,134.91526692708334,241.0,412.0,16.0,111.01973958333335,242.0,1471,92,csail03-08-15_1_0038.png,csail03-08-15_0/
39,466.0,16.0,134.91526692708334,241.0,423.0,16.0,112.66513346354168,242.0,1478,93,csail03-08-15_1_0039.png,csail03-08-15_0/
40,466.0,16.0,134.91526692708334,241.0,434.0,16.0,114.28298177083335,242.0,1479,92,csail03-08-15_1_0040.png,csail03-08-15_0/
41,466.0,16.0,134.91526692708334,241.0,444.0,16.0,115.484482421875,242.0,1475,98,csail03-08-15_1_0041.png,csail03-08-15_0/
42,466.0,16.0,134.91526692708334,241.0,455.0,16.0,117.05472330729168,242.0,1522,92,csail03-08-15_1_0042.png,csail03-08-15_0/
43,466.0,16.0,134.91526692708334,241.0,466.0,16.0,118.56173828125,242.0,1525,99,csail03-08-15_1_0043.png,csail03-08-15_0/
44,466.0,16.0,134.91526692708334,241.0,477.0,16.0,120.07513997395834,241.0,1559,110,csail03-08-15_1_0044.png,csail03-08-15_0/
45,466.0,16.0,134.91526692708334,241.0,488.0,16.0,121.57292643229168,241.0,1552,98,csail03-08-15_1_0045.png,csail03-08-15_0/
46,466.0,16.0,134.91526692708334,241.0,499.0,16.0,123.05017903645835,241.0,1573,95,csail03-08-15_1_0046.png,csail03-08-15_0/
47,466.0,16.0,134.91526692708334,241.0,509.0,16.0,124.37181315104168,241.0,1580,96,csail03-08-15_1_0047.png,csail03-08-15_0/
48,466.0,16.0,134.91526692708334,241.0,520.0,16.0,125.81010091145833,241.0,1582,100,csail03-08-15_1_0048.png,csail03-08-15_0/
0,66.0,16.0,159.89118489583333,225.0,1.0,16.0,11.489622395833335,83.0,4,382,csail03-08-15_1_0000.png,csail03-08-15_0/
1,66.0,16.0,159.89118489583333,225.0,12.0,16.0,31.352649739583335,245.0,421,49,csail03-08-15_1_0001.png,csail03-08-15_0/
2,66.0,16.0,159.89118489583333,225.0,23.0,16.0,50.91751953125,243.0,1035,113,csail03-08-15_1_0002.png,csail03-08-15_0/
3,66.0,16.0,159.89118489583333,225.0,33.0,16.0,68.57756184895834,241.0,1475,161,csail03-08-15_1_0003.png,csail03-08-15_0/
4,66.0,16.0,159.89118489583333,225.0,44.0,16.0,87.847646484375,239.0,1877,208,csail03-08-15_1_0004.png,csail03-08-15_0/
5,66.0,16.0,159.89118489583333,225.0,55.0,16.0,105.71895833333333,236.0,2112,228,csail03-08-15_1_0005.png,csail03-08-15_0/
6,66.0,16.0,159.89118489583333,225.0,66.0,16.0,121.864658203125,234.0,2228,291,csail03-08-15_1_0006.png,csail03-08-15_0/
7,66.0,16.0,159.89118489583333,225.0,77.0,16.0,135.47386393229166,232.0,2208,237,csail03-08-15_1_0007.png,csail03-08-15_0/
8,66.0,16.0,159.89118489583333,225.0,88.0,16.0,146.633857421875,230.0,2056,202,csail03-08-15_1_0008.png,csail03-08-15_0/
9,66.0,16.0,159.89118489583333,225.0,98.0,16.0,155.25447591145834,227.0,1787,134,csail03-08-15_1_0009.png,csail03-08-15_0/
10,66.0,16.0,159.89118489583333,225.0,109.0,16.0,163.37812825520834,225.0,1514,98,csail03-08-15_1_0010.png,csail03-08-15_0/
11,66.0,16.0,159.89118489583333,225.0,120.0,16.0,169.94027669270835,222.0,1200,50,csail03-08-15_1_0011.png,csail03-08-15_0/
12,66.0,16.0,159.89118489583333,225.0,131.0,16.0,175.242529296875,221.0,973,28,csail03-08-15_1_0012.png,csail03-08-15_0/
13,66.0,16.0,159.89118489583333,225.0,142.0,16.0,179.6285221354167,218.0,809,27,csail03-08-15_1_0013.png,csail03-08-15_0/
14,66.0,16.0,159.89118489583333,225.0,152.0,16.0,183.21109375,216.0,715,22,csail03-08-15_1_0014.png,csail03-08-15_0/
15,66.0,16.0,159.89118489583333,225.0,163.0,16.0,186.76973632812502,213.0,640,12,csail03-08-15_1_0015.png,csail03-08-15_0/
16,66.0,16.0,159.89118489583333,225.0,174.0,16.0,190.04848632812502,212.0,564,10,csail03-08-15_1_0016.png,csail03-08-15_0/
17,66.0,16.0,159.89118489583333,225.0,185.0,16.0,193.267607421875,208.0,516,12,csail03-08-15_1_0017.png,csail03-08-15_0/
18,66.0,16.0,159.89118489583333,225.0,196.0,16.0,196.19958333333335,206.0,456,15,csail03-08-15_1_0018.png,csail03-08-15_0/
19,66.0,16.0,159.89118489583333,225.0,207.0,16.0,199.05092122395834,204.0,408,16,csail03-08-15_1_0019.png,csail03-08-15_0/
20,66.0,16.0,159.89118489583333,225.0,217.0,16.0,201.48595052083334,201.0,374,21,csail03-08-15_1_0020.png,csail03-08-15_0/
21,66.0,16.0,159.89118489583333,225.0,228.0,16.0,204.07073567708335,200.0,367,14,csail03-08-15_1_0021.png,csail03-08-15_0/
22,66.0,16.0,159.89118489583333,225.0,239.0,16.0,206.52768229166668,198.0,335,17,csail03-08-15_1_0022.png,csail03-08-15_0/
23,66.0,16.0,159.89118489583333,225.0,250.0,16.0,208.84215820312502,195.0,311,21,csail03-08-15_1_0023.png,csail03-08-15_0/
24,66.0,16.0,159.89118489583333,225.0,261.0,16.0,210.98367513020835,192.0,285,51,csail03-08-15_1_0024.png,csail03-08-15_0/
25,66.0,16.0,159.89118489583333,225.0,271.0,16.0,213.0136295572917,191.0,276,40,csail03-08-15_1_0025.png,csail03-08-15_0/
26,66.0,16.0,159.89118489583333,225.0,282.0,16.0,215.22169921875002,189.0,268,29,csail03-08-15_1_0026.png,csail03-08-15_0/
27,66.0,16.0,159.89118489583333,225.0,293.0,16.0,217.38079427083335,185.0,260,31,csail03-08-15_1_0027.png,csail03-08-15_0/
28,66.0,16.0,159.89118489583333,225.0,304.0,16.0,219.63195312500002,184.0,224,59,csail03-08-15_1_0028.png,csail03-08-15_0/
29,66.0,16.0,159.89118489583333,225.0,315.0,16.0,221.53224934895835,181.0,218,85,csail03-08-15_1_0029.png,csail03-08-15_0/
30,66.0,16.0,159.89118489583333,225.0,325.0,16.0,223.42280598958334,180.0,223,83,csail03-08-15_1_0030.png,csail03-08-15_0/
31,66.0,16.0,159.89118489583333,225.0,336.0,16.0,225.45556966145836,176.0,213,41,csail03-08-15_1_0031.png,csail03-08-15_0/
32,66.0,16.0,159.89118489583333,225.0,347.0,16.0,227.27499674479168,175.0,225,91,csail03-08-15_1_0032.png,csail03-08-15_0/
33,66.0,16.0,159.89118489583333,225.0,358.0,16.0,229.10935872395834,171.0,217,37,csail03-08-15_1_0033.png,csail03-08-15_0/
34,66.0,16.0,159.89118489583333,225.0,369.0,16.0,230.77533203125,169.0,207,18,csail03-08-15_1_0034.png,csail03-08-15_0/
35,66.0,16.0,159.89118489583333,225.0,380.0,16.0,232.48751302083335,169.0,209,44,csail03-08-15_1_0035.png,csail03-08-15_0/
36,66.0,16.0,159.89118489583333,225.0,390.0,16.0,234.07216145833334,165.0,194,90,csail03-08-15_1_0036.png,csail03-08-15_0/
37,66.0,16.0,159.89118489583333,225.0,401.0,16.0,235.66685872395834,164.0,188,173,csail03-08-15_1_0037.png,csail03-08-15_0/
38,66.0,16.0,159.89118489583333,225.0,412.0,16.0,237.10918294270834,162.0,180,47,csail03-08-15_1_0038.png,csail03-08-15_0/
39,66.0,16.0,159.89118489583333,225.0,423.0,16.0,238.45925781250003,158.0,182,183,csail03-08-15_1_0039.png,csail03-08-15_0/
40,66.0,16.0,159.89118489583333,225.0,434.0,16.0,239.73199544270835,156.0,163,67,csail03-08-15_1_0040.png,csail03-08-15_0/
41,66.0,16.0,159.89118489583333,225.0,444.0,16.0,240.80919596354167,154.0,168,80,csail03-08-15_1_0041.png,csail03-08-15_0/
42,66.0,16.0,159.89118489583333,225.0,455.0,16.0,241.88572265625,151.0,159,6,csail03-08-15_1_0042.png,csail03-08-15_0/
43,66.0,16.0,159.89118489583333,225.0,466.0,16.0,242.91041015625,151.0,143,76,csail03-08-15_1_0043.png,csail03-08-15_0/
44,66.0,16.0,159.89118489583333,225.0,477.0,16.0,243.8528287760417,147.0,135,136,csail03-08-15_1_0044.png,csail03-08-15_0/
45,66.0,16.0,159.89118489583333,225.0,488.0,16.0,244.732861328125,146.0,134,227,csail03-08-15_1_0045.png,csail03-08-15_0/
46,66.0,16.0,159.89118489583333,225.0,499.0,16.0,245.66097656250003,143.0,108,216,csail03-08-15_1_0046.png,csail03-08-15_0/
47,66.0,16.0,159.89118489583333,225.0,509.0,16.0,246.3703125,142.0,106,189,csail03-08-15_1_0047.png,csail03-08-15_0/
48,66.0,16.0,159.89118489583333,225.0,520.0,16.0,247.07888997395835,138.0,96,69,csail03-08-15_1_0048.png,csail03-08-15_0/
0,304.0,16.0,155.90584635416667,233.0,1.0,16.0,8.996510416666668,239.0,2,0,csail03-08-15_1_0000.png,csail03-08-15_0/
1,304.0,16.0,155.90584635416667,233.0,12.0,16.0,15.87609375,247.0,187,59,csail03-08-15_1_0001.png,csail03-08-15_0/
2,304.0,16.0,155.90584635416667,233.0,23.0,16.0,22.764462890625,246.0,399,21,csail03-08-15_1_0002.png,csail03-08-15_0/
3,304.0,16.0,155.90584635416667,233.0,33.0,16.0,28.99675455729167,246.0,554,23,csail03-08-15_1_0003.png,csail03-08-15_0/
4,304.0,16.0,155.90584635416667,233.0,44.0,16.0,35.79107096354167,245.0,666,18,csail03-08-15_1_0004.png,csail03-08-15_0/
5,304.0,16.0,155.90584635416667,233.0,55.0,16.0,42.491542968750004,244.0,764,18,csail03-08-15_1_0005.png,csail03-08-15_0/
6,304.0,16.0,155.90584635416667,233.0,66.0,16.0,49.08655598958334,244.0,795,23,csail03-08-15_1_0006.png,csail03-08-15_0/
7,304.0,16.0,155.90584635416667,233.0,77.0,16.0,55.503076171875,243.0,840,19,csail03-08-15_1_0007.png,csail03-08-15_0/
8,304.0,16.0,155.90584635416667,233.0,88.0,16.0,61.8022265625,242.0,887,22,csail03-08-15_1_0008.png,csail03-08-15_0/
9,304.0,16.0,155.90584635416667,233.0,98.0,16.0,67.40794270833334,242.0,932,33,csail03-08-15_1_0009.png,csail03-08-15_0/
10,304.0,16.0,155.90584635416667,233.0,109.0,16.0,73.37807942708334,240.0,963,23,csail03-08-15_1_0010.png,csail03-08-15_0/
11,304.0,16.0,155.90584635416667,233.0,120.0,16.0,79.20366536458334,240.0,983,29,csail03-08-15_1_0011.png,csail03-08-15_0/
12,304.0,16.0,155.90584635416667,233.0,131.0,16.0,84.94592122395834,239.0,1029,26,csail03-08-15_1_0012.png,csail03-08-15_0/
13,304.0,16.0,155.90584635416667,233.0,142.0,16.0,90.56733072916667,238.0,1051,30,csail03-08-15_1_0013.png,csail03-08-15_0/
14,304.0,16.0,155.90584635416667,233.0,152.0,16.0,95.61071289062501,238.0,1087,28,csail03-08-15_1_0014.png,csail03-08-15_0/
15,304.0,16.0,155.90584635416667,233.0,163.0,16.0,101.02289388020834,237.0,1129,31,csail03-08-15_1_0015.png,csail03-08-15_0/
16,304.0,16.0,155.90584635416667,233.0,174.0,16.0,106.33060872395833,236.0,1131,31,csail03-08-15_1_0016.png,csail03-08-15_0/
17,304.0,16.0,155.90584635416667,233.0,185.0,16.0,111.44634440104167,235.0,1135,43,csail03-08-15_1_0017.png,csail03-08-15_0/
18,304.0,16.0,155.90584635416667,233.0,196.0,16.0,116.48050130208334,235.0,1163,46,csail03-08-15_1_0018.png,csail03-08-15_0/
19,304.0,16.0,155.90584635416667,233.0,207.0,16.0,121.331640625,234.0,1204,39,csail03-08-15_1_0019.png,csail03-08-15_0/
20,304.0,16.0,155.90584635416667,233.0,217.0,16.0,125.66486002604168,233.0,1200,52,csail03-08-15_1_0020.png,csail03-08-15_0/
21,304.0,16.0,155.90584635416667,233.0,228.0,16.0,130.21393229166668,233.0,1194,50,csail03-08-15_1_0021.png,csail03-08-15_0/
22,304.0,16.0,155.90584635416667,233.0,239.0,16.0,134.59591796875,232.0,1212,60,csail03-08-15_1_0022.png,csail03-08-15_0/
23,304.0,16.0,155.90584635416667,233.0,250.0,16.0,138.79452799479168,231.0,1223,62,csail03-08-15_1_0023.png,csail03-08-15_0/
24,304.0,16.0,155.90584635416667,233.0,261.0,16.0,142.84216796875,231.0,1221,73,csail03-08-15_1_0024.png,csail03-08-15_0/
25,304.0,16.0,155.90584635416667,233.0,271.0,16.0,146.35555338541667,230.0,1230,90,csail03-08-15_1_0025.png,csail03-08-15_0/
26,304.0,16.0,155.90584635416667,233.0,282.0,16.0,150.07984700520834,230.0,1217,99,csail03-08-15_1_0026.png,csail03-08-15_0/
27,304.0,16.0,155.90584635416667,233.0,293.0,16.0,153.6436002604167,229.0,1230,91,csail03-08-15_1_0027.png,csail03-08-15_0/
28,304.0,16.0,155.90584635416667,233.0,304.0,16.0,157.09233398437502,228.0,1205,91,csail03-08-15_1_0028.png,csail03-08-15_0/
29,304.0,16.0,155.90584635416667,233.0,315.0,16.0,160.39412434895834,228.0,1215,65,csail03-08-15_1_0029.png,csail03-08-15_0/
30,304.0,16.0,155.90584635416667,233.0,325.0,16.0,163.27721679687502,227.0,1223,68,csail03-08-15_1_0030.png,csail03-08-15_0/
31,304.0,16.0,155.90584635416667,233.0,336.0,16.0,166.3455045572917,226.0,1187,65,csail03-08-15_1_0031.png,csail03-08-15_0/
32,304.0,16.0,155.90584635416667,233.0,347.0,16.0,169.30078450520836,226.0,1186,68,csail03-08-15_1_0032.png,csail03-08-15_0/
33,304.0,16.0,155.90584635416667,233.0,358.0,16.0,172.13323242187502,224.0,1196,80,csail03-08-15_1_0033.png,csail03-08-15_0/
34,304.0,16.0,155.90584635416667,233.0,369.0,16.0,174.86925781250002,224.0,1176,72,csail03-08-15_1_0034.png,csail03-08-15_0/
35,304.0,16.0,155.90584635416667,233.0,380.0,16.0,177.50357096354168,224.0,1165,74,csail03-08-15_1_0035.png,csail03-08-15_0/
36,304.0,16.0,155.90584635416667,233.0,390.0,16.0,179.875498046875,224.0,1150,67,csail03-08-15_1_0036.png,csail03-08-15_0/
37,304.0,16.0,155.90584635416667,233.0,401.0,16.0,182.41270833333334,222.0,1158,55,csail03-08-15_1_0037.png,csail03-08-15_0/
38,304.0,16.0,155.90584635416667,233.0,412.0,16.0,184.9128515625,221.0,1122,52,csail03-08-15_1_0038.png,csail03-08-15_0/
39,304.0,16.0,155.90584635416667,233.0,423.0,16.0,187.35195638020835,220.0,1131,49,csail03-08-15_1_0039.png,csail03-08-15_0/
40,304.0,16.0,155.90584635416667,233.0,434.0,16.0,189.73314453125002,219.0,1117,47,csail03-08-15_1_0040.png,csail03-08-15_0/
41,304.0,16.0,155.90584635416667,233.0,444.0,16.0,191.81572916666667,218.0,1095,36,csail03-08-15_1_0041.png,csail03-08-15_0/
42,304.0,16.0,155.90584635416667,233.0,455.0,16.0,194.07936848958335,218.0,1075,35,csail03-08-15_1_0042.png,csail03-08-15_0/
43,304.0,16.0,155.90584635416667,233.0,466.0,16.0,196.26937825520835,218.0,1070,27,csail03-08-15_1_0043.png,csail03-08-15_0/
44,304.0,16.0,155.90584635416667,233.0,477.0,16.0,198.388984375,217.0,1078,36,csail03-08-15_1_0044.png,csail03-08-15_0/
45,304.0,16.0,155.90584635416667,233.0,488.0,16.0,200.44158203125002,217.0,1061,31,csail03-08-15_1_0045.png,csail03-08-15_0/
46,304.0,16.0,155.90584635416667,233.0,499.0,16.0,202.45470703125002,216.0,1036,30,csail03-08-15_1_0046.png,csail03-08-15_0/
47,304.0,16.0,155.90584635416667,233.0,509.0,16.0,204.19497395833335,215.0,1032,30,csail03-08-15_1_0047.png,csail03-08-15_0/
48,304.0,16.0,155.90584635416667,233.0,520.0,16.0,206.07596354166668,215.0,1004,25,csail03-08-15_1_0048.png,csail03-08-15_0/
0,520.0,16.0,118.16736653645835,242.0,1.0,16.0,10.008727213541667,115.0,149,110,csail03-08-15_1_0000.png,csail03-08-15_0/
1,520.0,16.0,118.16736653645835,242.0,12.0,16.0,21.048444010416667,248.0,591,25,csail03-08-15_1_0001.png,csail03-08-15_0/
2,520.0,16.0,118.16736653645835,242.0,23.0,16.0,30.72322916666667,247.0,774,13,csail03-08-15_1_0002.png,csail03-08-15_0/
