,Shutter B,Gain B,Mean ForeGround Illumination B,Mean Background Illumination B,Contrast B,Mean B,Feature Luminance B,Shutter I,Gain I,Mean Foreground Illumination I,Mean Background Illumination I,Contrast I,Mean I,Feature Luminance I,numFeatures I,numMatches B-I,name I,FileLocation
2,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,23.0,16.0,35.59906024716787,29.073026315789473,247.0,30.72322916666667,87.320413436692505,774,13,csail03-08-15_1_0002.png,csail03-08-15_0/
3,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,33.0,16.0,41.19236611740474,33.830162948762634,247.0,35.69180338541667,89.622554660529346,869,28,csail03-08-15_1_0003.png,csail03-08-15_0/
4,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,44.0,16.0,48.59531410916581,38.27542262112234,247.0,40.88495768229167,96.930113052415209,973,10,csail03-08-15_1_0004.png,csail03-08-15_0/
5,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,55.0,16.0,53.42658341915551,42.6600121993726,246.0,45.382496744791666,99.477401129943502,1062,9,csail03-08-15_1_0005.png,csail03-08-15_0/
6,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,66.0,16.0,57.71537075180227,46.586959742070405,246.0,49.40094075520834,100.07761732851985,1108,9,csail03-08-15_1_0006.png,csail03-08-15_0/
7,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,77.0,16.0,61.69060247167868,50.201002091321016,246.0,53.10631510416667,104.99196428571429,1120,8,csail03-08-15_1_0007.png,csail03-08-15_0/
8,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,88.0,16.0,65.49640834191555,53.66391599860579,246.0,56.65593424479167,106.65928449744463,1174,8,csail03-08-15_1_0008.png,csail03-08-15_0/
9,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,98.0,16.0,68.82236096807415,56.64891077030324,245.0,59.72714518229167,109.97119341563786,1215,9,csail03-08-15_1_0009.png,csail03-08-15_0/
10,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,109.0,16.0,72.36316941297632,59.771597246427326,245.0,62.95555989583334,111.30262112787926,1259,9,csail03-08-15_1_0010.png,csail03-08-15_0/
11,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,120.0,16.0,75.84599639546859,62.80235709306378,245.0,66.10063151041668,113.46691729323308,1330,10,csail03-08-15_1_0011.png,csail03-08-15_0/
12,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,131.0,16.0,79.29185118434603,65.78761763680725,244.0,69.20236002604167,118.57695113056164,1371,8,csail03-08-15_1_0012.png,csail03-08-15_0/
13,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,142.0,16.0,82.68283985581874,68.67957912164518,244.0,72.2205078125,120.19571428571429,1400,10,csail03-08-15_1_0013.png,csail03-08-15_0/
14,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,152.0,16.0,85.65023171987642,71.22591930986407,244.0,74.87331705729167,122.45868347338936,1428,8,csail03-08-15_1_0014.png,csail03-08-15_0/
15,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,163.0,16.0,88.9288105046344,73.9310169048449,244.0,77.72342773437501,124.36407432897454,1453,10,csail03-08-15_1_0015.png,csail03-08-15_0/
16,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,174.0,16.0,92.08771884654995,76.56432119205297,243.0,80.489638671875,126.23421588594705,1473,8,csail03-08-15_1_0016.png,csail03-08-15_0/
17,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,185.0,16.0,94.4322605561277,79.24627919135587,243.0,83.08627604166668,128.31148648648647,1480,13,csail03-08-15_1_0017.png,csail03-08-15_0/
18,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,196.0,16.0,98.4772657054583,81.9053415824329,243.0,86.09579427083334,132.24153948241539,1507,17,csail03-08-15_1_0018.png,csail03-08-15_0/
19,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,207.0,16.0,101.5042481977343,84.42985360752876,243.0,88.74736328125,134.46929541047189,1547,18,csail03-08-15_1_0019.png,csail03-08-15_0/
20,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,217.0,16.0,104.46427651905252,86.7264813523876,242.0,91.21174153645833,136.08087291399229,1558,20,csail03-08-15_1_0020.png,csail03-08-15_0/
21,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,228.0,16.0,107.46664521112255,89.16055245730219,241.0,93.78951497395833,138.35179358086847,1589,26,csail03-08-15_1_0021.png,csail03-08-15_0/
22,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,239.0,16.0,110.4604788877446,91.57428546531892,242.0,96.34993489583334,140.38557213930349,1608,25,csail03-08-15_1_0022.png,csail03-08-15_0/
23,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,250.0,16.0,113.3707518022657,93.92632886023004,241.0,98.84313476562501,142.02134146341464,1640,31,csail03-08-15_1_0023.png,csail03-08-15_0/
24,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,261.0,16.0,116.18510556127704,96.22821540606483,241.0,101.27460611979167,144.20158343483556,1642,36,csail03-08-15_1_0024.png,csail03-08-15_0/
25,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,271.0,16.0,118.72366117404738,98.27161903102126,241.0,103.44321614583335,145.28588374851719,1686,44,csail03-08-15_1_0025.png,csail03-08-15_0/
26,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,282.0,16.0,121.456745623069,100.48685081910072,240.0,105.78939453125001,146.61524609843937,1666,57,csail03-08-15_1_0026.png,csail03-08-15_0/
27,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,293.0,16.0,124.12550205973224,102.63631491808992,240.0,108.07016927083335,148.38461538461539,1690,51,csail03-08-15_1_0027.png,csail03-08-15_0/
28,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,304.0,16.0,126.70781410916581,104.73067270826071,240.0,110.28791341145833,150.57209847596718,1706,60,csail03-08-15_1_0028.png,csail03-08-15_0/
29,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,315.0,16.0,129.242263130793,106.7894518996166,240.0,112.46697265625001,149.77777777777777,1701,62,csail03-08-15_1_0029.png,csail03-08-15_0/
30,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,325.0,16.0,131.40128733264675,108.62862931334959,239.0,114.38702799479168,150.93077370564282,1719,73,csail03-08-15_1_0030.png,csail03-08-15_0/
31,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,336.0,16.0,133.7247167868177,110.57789735099337,239.0,116.43090820312501,151.58636363636364,1760,76,csail03-08-15_1_0031.png,csail03-08-15_0/
32,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,347.0,16.0,135.5908728115345,112.39256709654931,239.0,118.25859700520834,153.25506756756758,1776,92,csail03-08-15_1_0032.png,csail03-08-15_0/
33,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,358.0,16.0,138.70728630278063,114.3585003485535,238.0,120.51544596354168,153.64630760688507,1801,92,csail03-08-15_1_0033.png,csail03-08-15_0/
34,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,369.0,16.0,141.01974768280124,116.35404322063437,238.0,122.59112630208334,155.30206588498046,1791,124,csail03-08-15_1_0034.png,csail03-08-15_0/
35,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,380.0,16.0,143.40783985581874,118.23966103171837,238.0,124.60380208333333,155.51059085841695,1794,145,csail03-08-15_1_0035.png,csail03-08-15_0/
36,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,390.0,16.0,145.4619850669413,119.84709829208784,237.0,126.32419596354167,155.45019052803485,1837,129,csail03-08-15_1_0036.png,csail03-08-15_0/
37,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,401.0,16.0,147.5781797116375,121.54615284071104,238.0,128.12873046875,155.34287286736378,1817,120,csail03-08-15_1_0037.png,csail03-08-15_0/
38,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,412.0,16.0,149.65236869207004,123.18673318229348,237.0,129.87895507812502,154.78791208791208,1820,154,csail03-08-15_1_0038.png,csail03-08-15_0/
39,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,423.0,16.0,151.6856719876416,124.78094283722551,237.0,131.58419596354167,154.70372429127292,1799,146,csail03-08-15_1_0039.png,csail03-08-15_0/
40,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,434.0,16.0,153.56824150360453,126.3668002788428,236.0,133.24508138020835,154.90745781164944,1837,148,csail03-08-15_1_0040.png,csail03-08-15_0/
41,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,444.0,16.0,155.2369850669413,127.7749651446497,237.0,134.71913736979167,155.12649945474374,1834,148,csail03-08-15_1_0041.png,csail03-08-15_0/
42,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,455.0,16.0,157.28667610710608,129.39130794701987,236.0,136.44505859375002,156.09388412017168,1864,160,csail03-08-15_1_0042.png,csail03-08-15_0/
43,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,466.0,16.0,159.26331101956745,130.97696061345417,236.0,138.12957682291668,156.09176717357104,1907,193,csail03-08-15_1_0043.png,csail03-08-15_0/
44,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,477.0,16.0,161.1326210092688,132.49952509585222,236.0,139.7398209635417,156.66895459345301,1894,193,csail03-08-15_1_0044.png,csail03-08-15_0/
45,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,488.0,16.0,162.94631822863028,133.99967758800975,235.0,141.3192578125,155.94211364843335,1883,196,csail03-08-15_1_0045.png,csail03-08-15_0/
46,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,499.0,16.0,164.7326596292482,135.48408417567097,235.0,142.88001302083333,156.46953781512605,1904,199,csail03-08-15_1_0046.png,csail03-08-15_0/
47,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,509.0,16.0,166.25363027806387,136.805912338794,235.0,144.252197265625,157.23754588358679,1907,192,csail03-08-15_1_0047.png,csail03-08-15_0/
48,520.0,16.0,131.02506436663234,113.81573719065877,242.0,118.16736653645835,143.52795762213066,520.0,16.0,168.13370236869207,138.2389159986058,234.0,145.79824869791668,157.94341563786008,1944,196,csail03-08-15_1_0048.png,csail03-08-15_0/
0,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,1.0,16.0,0,0,0,0,0,0,0,csail03-08-15_1_0000.png,csail03-08-15_0/
1,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,12.0,16.0,0,0,0,0,0,0,0,csail03-08-15_1_0001.png,csail03-08-15_0/
2,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,23.0,16.0,15.333457775489187,18.082219414430114,30.0,17.387154947916667,27.076923076923077,39,41,csail03-08-15_1_0002.png,csail03-08-15_0/
3,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,33.0,16.0,18.266876930998972,22.12391077030324,42.0,21.148603515625002,27.127118644067796,118,41,csail03-08-15_1_0003.png,csail03-08-15_0/
4,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,44.0,16.0,21.477510298661173,26.58858487277797,55.0,25.296175130208336,30.440329218106996,243,126,csail03-08-15_1_0004.png,csail03-08-15_0/
5,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,55.0,16.0,24.6567070030896,31.022507842453816,67.0,29.412822265625003,34.575000000000003,360,116,csail03-08-15_1_0005.png,csail03-08-15_0/
6,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,66.0,16.0,27.88128218331617,35.48048536075287,81.0,33.558916015625,37.701271186440678,472,135,csail03-08-15_1_0006.png,csail03-08-15_0/
7,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,77.0,16.0,31.064212152420186,39.94137765772046,94.0,37.69665690104167,42.488850771869643,583,149,csail03-08-15_1_0007.png,csail03-08-15_0/
8,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,88.0,16.0,34.25702883625129,44.3735535029627,106.0,41.815442708333336,46.181560283687944,705,200,csail03-08-15_1_0008.png,csail03-08-15_0/
9,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,98.0,16.0,37.143820803295576,48.382955733705124,122.0,45.540976562500006,50.257105943152453,774,219,csail03-08-15_1_0009.png,csail03-08-15_0/
10,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,109.0,16.0,40.341053038105045,52.8260064482398,132.0,49.669003906250005,54.066901408450704,852,232,csail03-08-15_1_0010.png,csail03-08-15_0/
11,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,120.0,16.0,43.53092173017508,57.24202248170094,145.0,53.77497070312501,57.815463917525776,970,242,csail03-08-15_1_0011.png,csail03-08-15_0/
12,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,131.0,16.0,46.74053810504635,61.67804112931335,159.0,57.90087565104167,62.023764258555133,1052,261,csail03-08-15_1_0012.png,csail03-08-15_0/
13,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,142.0,16.0,49.90168640576725,66.07745730219588,170.0,61.987177734375,66.04253393665158,1105,274,csail03-08-15_1_0013.png,csail03-08-15_0/
14,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,152.0,16.0,52.79437435633368,70.0934776925758,181.0,65.71914713541668,70.141025641025635,1170,256,csail03-08-15_1_0014.png,csail03-08-15_0/
15,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,163.0,16.0,55.96224253347065,74.48775270128965,194.0,69.80330729166667,73.392772977219167,1273,273,csail03-08-15_1_0015.png,csail03-08-15_0/
16,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,174.0,16.0,59.11574407826983,78.85518473335657,207.0,73.86377929687501,76.842738901429641,1329,292,csail03-08-15_1_0016.png,csail03-08-15_0/
17,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,185.0,16.0,62.24245623069001,83.2441878703381,218.0,77.93359375,81.036350677120453,1403,294,csail03-08-15_1_0017.png,csail03-08-15_0/
18,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,196.0,16.0,65.47525746652936,87.63963924712444,231.0,82.03505208333334,84.871900826446279,1452,295,csail03-08-15_1_0018.png,csail03-08-15_0/
19,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,207.0,16.0,68.6826982492276,92.02263855001742,234.0,86.12079427083334,89.494645247657303,1494,322,csail03-08-15_1_0019.png,csail03-08-15_0/
20,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,217.0,16.0,71.54961380020598,95.9614935517602,235.0,89.78859375,91.989821882951659,1572,295,csail03-08-15_1_0020.png,csail03-08-15_0/
21,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,228.0,16.0,74.7217044284243,100.28359184384803,236.0,93.81989583333333,96.209001233045626,1622,343,csail03-08-15_1_0021.png,csail03-08-15_0/
22,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,239.0,16.0,77.8763516992791,104.57454688044615,237.0,97.82351888020834,99.586144578313252,1660,354,csail03-08-15_1_0022.png,csail03-08-15_0/
23,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,250.0,16.0,81.04040937178166,108.83035029627048,238.0,101.80325846354167,103.38620283018868,1696,363,csail03-08-15_1_0023.png,csail03-08-15_0/
24,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,261.0,16.0,84.24639546858909,113.0504661903102,238.0,105.76693684895834,107.32781267846944,1751,354,csail03-08-15_1_0024.png,csail03-08-15_0/
25,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,271.0,16.0,87.06525489186406,116.79299407459044,238.0,109.27590169270835,110.05441421432538,1801,350,csail03-08-15_1_0025.png,csail03-08-15_0/
26,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,282.0,16.0,90.10969361483008,120.89323370512373,239.0,113.10916666666667,112.99118942731278,1816,409,csail03-08-15_1_0026.png,csail03-08-15_0/
27,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,293.0,16.0,93.22532183316169,124.9313175322412,240.0,116.91399414062501,117.40224358974359,1872,398,csail03-08-15_1_0027.png,csail03-08-15_0/
28,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,304.0,16.0,96.31192070030896,128.90828685953292,241.0,120.6658203125,121.27894736842106,1900,373,csail03-08-15_1_0028.png,csail03-08-15_0/
29,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,315.0,16.0,99.34872554067971,132.78862408504705,241.0,124.33285807291668,123.41822916666666,1920,389,csail03-08-15_1_0029.png,csail03-08-15_0/
30,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,325.0,16.0,102.0610324407827,136.21190745904497,243.0,127.57636067708334,126.43442622950819,1952,366,csail03-08-15_1_0030.png,csail03-08-15_0/
31,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,336.0,16.0,105.10254891864058,139.9328947368421,242.0,131.12553385416666,130.07989949748745,1990,393,csail03-08-15_1_0031.png,csail03-08-15_0/
32,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,347.0,16.0,107.95315396498455,143.4988497734402,242.0,134.5106022135417,131.77755610972568,2005,411,csail03-08-15_1_0032.png,csail03-08-15_0/
33,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,358.0,16.0,110.75574150360454,146.94453206692228,242.0,137.79366861979167,134.60107684777287,2043,391,csail03-08-15_1_0033.png,csail03-08-15_0/
34,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,369.0,16.0,113.44830072090629,150.22541390728477,241.0,140.92578450520836,137.49068627450981,2040,424,csail03-08-15_1_0034.png,csail03-08-15_0/
35,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,380.0,16.0,116.06193357363543,153.36574154757756,241.0,143.9329296875,140.66764561918748,2043,483,csail03-08-15_1_0035.png,csail03-08-15_0/
36,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,390.0,16.0,118.1043640576725,155.86280934123388,241.0,146.31503580729168,140.90324141267538,2067,450,csail03-08-15_1_0036.png,csail03-08-15_0/
37,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,401.0,16.0,120.52501287332647,158.7776882188916,241.0,149.10494140625002,144.07351555136663,2122,439,csail03-08-15_1_0037.png,csail03-08-15_0/
38,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,412.0,16.0,122.69429711637487,161.57379749041476,241.0,151.74254882812502,145.66101694915255,2124,488,csail03-08-15_1_0038.png,csail03-08-15_0/
39,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,423.0,16.0,124.96189495365603,164.3075984663646,241.0,154.35846354166668,148.00806069227121,2109,552,csail03-08-15_1_0039.png,csail03-08-15_0/
40,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,434.0,16.0,127.34192842430484,167.00852213314744,241.0,156.97824544270836,150.88632075471699,2120,486,csail03-08-15_1_0040.png,csail03-08-15_0/
41,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,444.0,16.0,129.4000386199794,169.3510674451028,240.0,159.2488671875,151.3876879699248,2128,550,csail03-08-15_1_0041.png,csail03-08-15_0/
42,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,455.0,16.0,131.64223738414006,171.8756404670617,240.0,161.7020377604167,153.79699248120301,2128,443,csail03-08-15_1_0042.png,csail03-08-15_0/
43,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,466.0,16.0,133.8334449021627,174.3125304984315,240.0,164.07680338541667,155.4929178470255,2118,552,csail03-08-15_1_0043.png,csail03-08-15_0/
44,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,477.0,16.0,135.9717816683831,176.6609837922621,240.0,166.37212565104167,157.12453703703704,2160,497,csail03-08-15_1_0044.png,csail03-08-15_0/
45,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,488.0,16.0,138.08964984552009,178.95563349599163,240.0,168.62207356770836,159.60417655434267,2107,494,csail03-08-15_1_0045.png,csail03-08-15_0/
46,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,499.0,16.0,140.17149845520083,181.1496906587661,240.0,170.78775716145833,160.44909609895339,2102,473,csail03-08-15_1_0046.png,csail03-08-15_0/
47,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,509.0,16.0,142.0756694129763,183.06869989543395,240.0,172.7030143229167,163.30482041587902,2116,499,csail03-08-15_1_0047.png,csail03-08-15_0/
48,466.0,16.0,114.001982492276,166.74898048100383,242.0,153.4111328125,143.67710280373831,520.0,16.0,144.15415808444902,185.12050801673055,240.0,174.76156901041668,164.63636363636363,2134,513,csail03-08-15_1_0048.png,csail03-08-15_0/
0,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,1.0,16.0,8.632505149330587,8.80406936214709,206.0,8.760686848958334,44.0,2,749,csail03-08-15_1_0000.png,csail03-08-15_0/
1,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,12.0,16.0,10.656758496395469,11.772028581387243,247.0,11.490016276041667,24.88095238095238,42,52,csail03-08-15_1_0001.png,csail03-08-15_0/
2,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,23.0,16.0,12.65943614830072,14.68113889857093,248.0,14.169921875000002,26.797752808988765,89,36,csail03-08-15_1_0002.png,csail03-08-15_0/
3,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,33.0,16.0,14.439418125643666,17.28593150923667,248.0,16.566149088541668,32.877862595419849,131,29,csail03-08-15_1_0003.png,csail03-08-15_0/
4,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,44.0,16.0,16.452819258496397,20.15296706169397,247.0,19.21733072916667,36.005291005291006,189,25,csail03-08-15_1_0004.png,csail03-08-15_0/
5,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,55.0,16.0,18.399626673532442,22.946056988497734,247.0,21.79642578125,41.604166666666664,240,7,csail03-08-15_1_0005.png,csail03-08-15_0/
6,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,66.0,16.0,20.38259526261586,25.593647612408503,247.0,24.27595703125,46.561224489795919,294,14,csail03-08-15_1_0006.png,csail03-08-15_0/
7,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,77.0,16.0,22.3836508753862,28.20315440920181,247.0,26.731608072916668,47.315789473684212,323,22,csail03-08-15_1_0007.png,csail03-08-15_0/
8,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,88.0,16.0,24.34351184346035,30.771248692924363,247.0,29.145901692708335,48.217506631299734,377,30,csail03-08-15_1_0008.png,csail03-08-15_0/
9,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,98.0,16.0,26.151441812564368,33.08902056465667,247.0,31.33475260416667,49.759906759906762,429,43,csail03-08-15_1_0009.png,csail03-08-15_0/
10,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,109.0,16.0,28.145288362512876,35.65516294876264,246.0,33.756181640625,52.868041237113403,485,50,csail03-08-15_1_0010.png,csail03-08-15_0/
11,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,120.0,16.0,30.151390319258496,38.22838096897874,246.0,36.18599609375,54.371153846153845,520,47,csail03-08-15_1_0011.png,csail03-08-15_0/
12,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,131.0,16.0,32.15804582904222,40.78018909027536,246.0,38.59995442708333,55.014234875444842,562,54,csail03-08-15_1_0012.png,csail03-08-15_0/
13,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,142.0,16.0,34.14458032955716,43.296706169397,246.0,40.98245768229167,56.732773109243695,595,57,csail03-08-15_1_0013.png,csail03-08-15_0/
14,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,152.0,16.0,35.95593460350155,45.598893342628095,246.0,43.16053059895834,58.553459119496857,636,68,csail03-08-15_1_0014.png,csail03-08-15_0/
15,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,163.0,16.0,37.979763130792996,48.16986754966887,246.0,45.59315104166667,61.308494783904621,671,76,csail03-08-15_1_0015.png,csail03-08-15_0/
16,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,174.0,16.0,39.97112512873326,50.68937783199721,246.0,47.979111328125,63.013661202185794,732,80,csail03-08-15_1_0016.png,csail03-08-15_0/
17,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,185.0,16.0,41.98648300720907,53.21686127570582,245.0,50.37709635416667,64.597333333333339,750,79,csail03-08-15_1_0017.png,csail03-08-15_0/
18,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,196.0,16.0,43.991374871266736,55.72780149878006,245.0,52.76007486979167,67.455470737913487,786,94,csail03-08-15_1_0018.png,csail03-08-15_0/
19,520.0,16.0,109.78989443872297,108.57532676890902,242.0,108.88244791666668,106.06666666666666,207.0,16.0,45.99593202883625,58.22861624259323,245.0,55.135403645833335,69.732926829268294,820,97,csail03-08-15_1_0019.png,csail03-08-15_0/
