,Shutter B,Gain B,Mean ForeGround Illumination B,Mean Background Illumination B,Contrast B,Mean B,Feature Luminance B,Shutter I,Gain I,Mean Foreground Illumination I,Mean Background Illumination I,Contrast I,Mean I,Feature Luminance I,numFeatures I,numMatches B-I,name I,FileLocation
38,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,412.0,16.0,84.22926107106076,95.2935125479261,245.0,92.49575520833334,99.054770318021198,566,142,csail03-08-15_1_0038.png,csail03-08-15_0/
39,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,423.0,16.0,86.27232234809475,96.9698936911816,246.0,94.26485677083333,100.06034482758621,580,150,csail03-08-15_1_0039.png,csail03-08-15_0/
40,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,434.0,16.0,88.37559217301751,98.67981439525967,245.0,96.07424153645835,100.28839590443685,586,190,csail03-08-15_1_0040.png,csail03-08-15_0/
41,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,444.0,16.0,90.20992533470648,100.1070233530847,246.0,97.60439778645834,101.3029315960912,614,179,csail03-08-15_1_0041.png,csail03-08-15_0/
42,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,455.0,16.0,92.22608135942328,101.6995643081213,246.0,99.30405598958335,102.08892355694228,641,168,csail03-08-15_1_0042.png,csail03-08-15_0/
43,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,466.0,16.0,94.26323377960865,103.25949372603694,245.0,100.98465820312501,106.29763779527559,635,199,csail03-08-15_1_0043.png,csail03-08-15_0/
44,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,477.0,16.0,96.23675334706488,104.76411641686998,246.0,102.60784830729168,106.48579970104633,669,171,csail03-08-15_1_0044.png,csail03-08-15_0/
45,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,488.0,16.0,98.26717301750773,106.27998431509236,246.0,104.25382812500001,109.20481927710843,664,175,csail03-08-15_1_0045.png,csail03-08-15_0/
46,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,499.0,16.0,100.28578784757981,107.76399442314396,245.0,105.87302083333334,109.28276877761414,679,158,csail03-08-15_1_0046.png,csail03-08-15_0/
47,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,509.0,16.0,102.09524974253347,109.07408504705472,246.0,107.30938476562501,107.97189349112426,676,154,csail03-08-15_1_0047.png,csail03-08-15_0/
48,520.0,16.0,103.72135684860969,94.36598553502962,245.0,96.73162760416668,106.76246719160105,520.0,16.0,104.12758753861998,110.50927588009759,245.0,108.89557291666668,110.7116991643454,718,169,csail03-08-15_1_0048.png,csail03-08-15_0/
0,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,1.0,16.0,0,0,0,0,0,0,0,csail03-08-15_1_0000.png,csail03-08-15_0/
1,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,12.0,16.0,9.605870236869206,9.963048971767165,82.0,9.872731119791668,18.25,4,167,csail03-08-15_1_0001.png,csail03-08-15_0/
2,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,23.0,16.0,11.039688465499486,11.694266294876263,153.0,11.528746744791668,24.363636363636363,11,9,csail03-08-15_1_0002.png,csail03-08-15_0/
3,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,33.0,16.0,12.310401647785788,13.274864935517602,215.0,13.030986328125001,27.90909090909091,33,9,csail03-08-15_1_0003.png,csail03-08-15_0/
4,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,44.0,16.0,13.696910401647786,14.983936040432205,233.0,14.658492838541667,30.577777777777779,45,26,csail03-08-15_1_0004.png,csail03-08-15_0/
5,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,55.0,16.0,15.071125128733264,16.63126960613454,236.0,16.236764322916667,34.685185185185183,54,21,csail03-08-15_1_0005.png,csail03-08-15_0/
6,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,66.0,16.0,16.484899588053555,18.340676193795748,239.0,17.871416015625,35.205479452054796,73,14,csail03-08-15_1_0006.png,csail03-08-15_0/
7,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,77.0,16.0,17.86328527291452,20.038297316138028,244.0,19.488313802083333,39.921052631578945,76,22,csail03-08-15_1_0007.png,csail03-08-15_0/
8,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,88.0,16.0,19.270288362512872,21.73410160334611,246.0,21.111090494791668,42.762886597938142,97,12,csail03-08-15_1_0008.png,csail03-08-15_0/
9,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,98.0,16.0,20.520133882595264,23.226781979783897,246.0,22.542366536458335,44.345132743362832,113,12,csail03-08-15_1_0009.png,csail03-08-15_0/
10,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,109.0,16.0,21.908882595262615,24.90462269083304,246.0,24.14710611979167,51.700000000000003,120,11,csail03-08-15_1_0010.png,csail03-08-15_0/
11,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,120.0,16.0,23.326943872296603,26.59171314046706,246.0,25.766168619791667,54.263157894736842,133,27,csail03-08-15_1_0011.png,csail03-08-15_0/
12,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,131.0,16.0,24.753295571575695,28.29742506099686,245.0,27.401240234375003,54.452054794520549,146,17,csail03-08-15_1_0012.png,csail03-08-15_0/
13,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,142.0,16.0,26.101519052523173,29.945124607877307,245.0,28.973212890625003,57.368421052631582,171,8,csail03-08-15_1_0013.png,csail03-08-15_0/
14,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,152.0,16.0,27.348558187435636,31.48109532938306,245.0,30.436123046875004,60.551724137931032,174,9,csail03-08-15_1_0014.png,csail03-08-15_0/
15,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,163.0,16.0,28.756101956745624,33.14943795747647,245.0,32.038518880208336,63.715053763440864,186,13,csail03-08-15_1_0015.png,csail03-08-15_0/
16,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,174.0,16.0,30.153153964984554,34.81970634367375,245.0,33.63970052083334,65.057291666666671,192,9,csail03-08-15_1_0016.png,csail03-08-15_0/
17,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,185.0,16.0,31.542700823892893,36.508365284071104,245.0,35.252724609375,66.27669902912622,206,11,csail03-08-15_1_0017.png,csail03-08-15_0/
18,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,196.0,16.0,32.934693614830074,38.18300365981178,245.0,36.855891927083334,70.614678899082563,218,11,csail03-08-15_1_0018.png,csail03-08-15_0/
19,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,207.0,16.0,34.3177780638517,39.81659550365981,245.0,38.42613932291667,71.610328638497649,213,12,csail03-08-15_1_0019.png,csail03-08-15_0/
20,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,217.0,16.0,35.59343460350154,41.31814656674799,244.0,39.87056966145833,74.414847161572055,229,10,csail03-08-15_1_0020.png,csail03-08-15_0/
21,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,228.0,16.0,37.0057929969104,43.00694928546532,244.0,41.48946940104167,77.973451327433622,226,7,csail03-08-15_1_0021.png,csail03-08-15_0/
22,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,239.0,16.0,38.395030895983524,44.650971592889505,244.0,43.069065755208335,78.421940928270047,237,11,csail03-08-15_1_0022.png,csail03-08-15_0/
23,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,250.0,16.0,39.77398300720906,46.25650487974904,244.0,44.6173046875,80.793650793650798,252,11,csail03-08-15_1_0023.png,csail03-08-15_0/
24,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,261.0,16.0,41.152548918640576,47.84927675148135,244.0,46.155911458333335,83.403041825095059,263,10,csail03-08-15_1_0024.png,csail03-08-15_0/
25,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,271.0,16.0,42.39728372811535,49.2667000697107,244.0,47.529667968750005,85.034482758620683,261,10,csail03-08-15_1_0025.png,csail03-08-15_0/
26,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,282.0,16.0,43.77902935118435,50.84607441617288,244.0,49.05906901041667,85.560000000000002,275,9,csail03-08-15_1_0026.png,csail03-08-15_0/
27,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,293.0,16.0,45.16857621009269,52.417214186127566,244.0,50.58429036458334,89.992932862190813,283,7,csail03-08-15_1_0027.png,csail03-08-15_0/
28,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,304.0,16.0,46.54058959835221,53.94197891251307,244.0,52.0704296875,90.09395973154362,298,12,csail03-08-15_1_0028.png,csail03-08-15_0/
29,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,315.0,16.0,47.91113542739444,55.419802195887065,243.0,53.52112630208334,92.27090301003345,299,7,csail03-08-15_1_0029.png,csail03-08-15_0/
30,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,325.0,16.0,49.189521112255406,56.81464360404322,243.0,54.88652018229167,92.375394321766564,317,8,csail03-08-15_1_0030.png,csail03-08-15_0/
31,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,336.0,16.0,50.57315911431514,58.345887068665036,243.0,56.38043945312501,96.514563106796118,309,7,csail03-08-15_1_0031.png,csail03-08-15_0/
32,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,347.0,16.0,51.98953398558187,59.849254966887415,243.0,57.86180989583334,99.993827160493822,324,7,csail03-08-15_1_0032.png,csail03-08-15_0/
33,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,358.0,16.0,53.34769567456231,61.30066225165563,242.0,59.289638671875004,101.86826347305389,334,9,csail03-08-15_1_0033.png,csail03-08-15_0/
34,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,369.0,16.0,54.75036045314109,62.78180550714534,242.0,60.750937500000006,100.66867469879519,332,9,csail03-08-15_1_0034.png,csail03-08-15_0/
35,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,380.0,16.0,56.123171987641605,64.25562042523528,242.0,62.19921223958334,104.82195845697329,337,7,csail03-08-15_1_0035.png,csail03-08-15_0/
36,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,390.0,16.0,57.40825180226571,65.61816835134194,242.0,63.542171223958334,105.13180515759312,349,8,csail03-08-15_1_0036.png,csail03-08-15_0/
37,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,401.0,16.0,58.80742790937178,67.09943795747647,242.0,65.00268229166667,105.78370786516854,356,8,csail03-08-15_1_0037.png,csail03-08-15_0/
38,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,412.0,16.0,60.191452111225544,68.54469762983618,242.0,66.43245768229167,105.03591160220995,362,9,csail03-08-15_1_0038.png,csail03-08-15_0/
39,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,423.0,16.0,61.57559217301751,69.9805115022656,242.0,67.85520507812501,108.48167539267016,382,7,csail03-08-15_1_0039.png,csail03-08-15_0/
40,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,434.0,16.0,62.98312306900103,71.43532589752527,241.0,69.29806315104167,109.82065217391305,368,8,csail03-08-15_1_0040.png,csail03-08-15_0/
41,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,444.0,16.0,64.21996652935118,72.76999825723249,241.0,70.60799804687501,112.27532467532467,385,9,csail03-08-15_1_0041.png,csail03-08-15_0/
42,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,455.0,16.0,65.64078269824923,74.22803241547577,241.0,72.05662109375001,113.51546391752578,388,9,csail03-08-15_1_0042.png,csail03-08-15_0/
43,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,466.0,16.0,67.00839340885685,75.64745555942837,241.0,73.46294270833334,114.90225563909775,399,12,csail03-08-15_1_0043.png,csail03-08-15_0/
44,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,477.0,16.0,68.40105561277034,77.07366242593238,241.0,74.88066731770834,117.76699029126213,412,8,csail03-08-15_1_0044.png,csail03-08-15_0/
45,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,488.0,16.0,69.77895211122554,78.5134759498083,240.0,76.30482421875,118.29620853080569,422,11,csail03-08-15_1_0045.png,csail03-08-15_0/
46,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,499.0,16.0,71.17516735324408,79.96758888114326,240.0,77.744296875,118.20374707259953,427,9,csail03-08-15_1_0046.png,csail03-08-15_0/
47,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,509.0,16.0,72.4250386199794,81.2567183687696,240.0,79.02349934895834,122.71396396396396,444,8,csail03-08-15_1_0047.png,csail03-08-15_0/
48,520.0,16.0,69.93833676622039,72.67279975601255,241.0,71.98135091145834,82.789041095890411,520.0,16.0,73.80655252317199,82.67072586266991,240.0,80.42929036458334,122.59999999999999,455,10,csail03-08-15_1_0048.png,csail03-08-15_0/
0,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,1.0,16.0,0,0,0,0,0,0,0,csail03-08-15_1_0000.png,csail03-08-15_0/
1,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,12.0,16.0,11.627935118434603,10.508008016730567,69.0,10.791197916666667,34.439999999999998,25,60,csail03-08-15_1_0001.png,csail03-08-15_0/
2,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,23.0,16.0,14.171318228630279,12.24917654234925,122.0,12.735218098958335,45.137254901960787,51,89,csail03-08-15_1_0002.png,csail03-08-15_0/
3,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,33.0,16.0,16.313954685890835,13.69453642384106,173.0,14.356894531250001,42.276595744680854,94,11,csail03-08-15_1_0003.png,csail03-08-15_0/
4,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,44.0,16.0,18.897232234809476,15.449821366329731,225.0,16.321549479166666,42.543624161073822,149,81,csail03-08-15_1_0004.png,csail03-08-15_0/
5,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,55.0,16.0,21.72758753861998,17.33921662600209,237.0,18.448880208333335,45.278606965174127,201,56,csail03-08-15_1_0005.png,csail03-08-15_0/
6,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,66.0,16.0,24.432839855818745,19.154304635761587,241.0,20.48905924479167,44.460317460317462,252,42,csail03-08-15_1_0006.png,csail03-08-15_0/
7,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,77.0,16.0,26.80059217301751,20.773862844196582,245.0,22.29780924479167,45.38095238095238,294,27,csail03-08-15_1_0007.png,csail03-08-15_0/
8,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,88.0,16.0,28.920429969104017,22.33416695712792,247.0,23.999599609375,43.81818181818182,319,33,csail03-08-15_1_0008.png,csail03-08-15_0/
9,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,98.0,16.0,31.02854016477858,23.936550191704427,247.0,25.72986328125,46.147368421052633,380,37,csail03-08-15_1_0009.png,csail03-08-15_0/
10,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,109.0,16.0,33.47829557157569,25.779195712791914,247.0,27.726025390625,51.208633093525179,417,46,csail03-08-15_1_0010.png,csail03-08-15_0/
11,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,120.0,16.0,35.8004763130793,27.553058556988496,246.0,29.638538411458335,53.471861471861473,462,56,csail03-08-15_1_0011.png,csail03-08-15_0/
12,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,131.0,16.0,37.812950566426366,29.137099163471593,246.0,31.33091471354167,58.284569138276552,499,55,csail03-08-15_1_0012.png,csail03-08-15_0/
13,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,142.0,16.0,39.68211894953656,30.65289299407459,246.0,32.936064453125,59.0,521,61,csail03-08-15_1_0013.png,csail03-08-15_0/
14,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,152.0,16.0,41.652355818743565,32.224812652492155,246.0,34.60870442708334,61.998198198198196,555,87,csail03-08-15_1_0014.png,csail03-08-15_0/
15,520.0,16.0,110.17978887744593,96.95162948762635,243.0,100.29656250000001,120.49448934606907,163.0,16.0,43.90723480947477,33.99847072150575,246.0,36.50404622395833,62.651122625215891,579,72,csail03-08-15_1_0015.png,csail03-08-15_0/
