Frame,Timestamp,Run Number,Baseline,Experimental Mean Luminance,Shutter 0,Gain 0,Shutter 1,Gain 1,Image File 0,Image File 1,Succesfully Tracked Features 0,Succesfully Tracked Features 1
32,2015-04-06 19:22:51.772828928,0.0,0.0,65.051513671875,530.0,17.0,294.0,16.0,2015-04-06bldg33_0_0032.png,2015-04-06bldg33_1_0032.png,96.0,106.0
33,2015-04-06 19:22:52.234108928,0.0,0.0,62.169560546875005,530.0,18.0,302.0,16.0,2015-04-06bldg33_0_0033.png,2015-04-06bldg33_1_0033.png,71.0,106.0
34,2015-04-06 19:22:52.702855168,0.0,0.0,60.94935546875001,530.0,18.0,307.0,16.0,2015-04-06bldg33_0_0034.png,2015-04-06bldg33_1_0034.png,283.0,214.0
35,2015-04-06 19:22:53.168001792,0.0,0.0,63.13535481770834,530.0,18.0,317.0,16.0,2015-04-06bldg33_0_0035.png,2015-04-06bldg33_1_0035.png,369.0,298.0
36,2015-04-06 19:22:53.632955136,0.0,0.0,61.859472656250006,530.0,17.0,330.0,16.0,2015-04-06bldg33_0_0036.png,2015-04-06bldg33_1_0036.png,402.0,388.0
37,2015-04-06 19:22:54.099826176,0.0,0.0,59.1237890625,530.0,17.0,328.0,16.0,2015-04-06bldg33_0_0037.png,2015-04-06bldg33_1_0037.png,342.0,368.0
38,2015-04-06 19:22:54.563941120,0.0,0.0,57.85357747395834,530.0,17.0,333.0,16.0,2015-04-06bldg33_0_0038.png,2015-04-06bldg33_1_0038.png,354.0,380.0
39,2015-04-06 19:22:55.030700800,0.0,0.0,61.473027343750005,530.0,16.0,335.0,16.0,2015-04-06bldg33_0_0039.png,2015-04-06bldg33_1_0039.png,368.0,411.0
40,2015-04-06 19:22:55.497690880,0.0,0.0,68.77491210937501,512.0,16.0,352.0,16.0,2015-04-06bldg33_0_0040.png,2015-04-06bldg33_1_0040.png,422.0,488.0
41,2015-04-06 19:22:55.961060096,0.0,0.0,75.93252604166668,462.0,16.0,363.0,16.0,2015-04-06bldg33_0_0041.png,2015-04-06bldg33_1_0041.png,524.0,541.0
42,2015-04-06 19:22:56.427070976,0.0,0.0,85.66307942708333,396.0,16.0,375.0,16.0,2015-04-06bldg33_0_0042.png,2015-04-06bldg33_1_0042.png,512.0,530.0
43,2015-04-06 19:22:56.892560896,0.0,0.0,96.80024414062501,363.0,16.0,389.0,16.0,2015-04-06bldg33_0_0043.png,2015-04-06bldg33_1_0043.png,517.0,557.0
44,2015-04-06 19:22:57.361312,0.0,0.0,104.10134114583335,338.0,16.0,401.0,16.0,2015-04-06bldg33_0_0044.png,2015-04-06bldg33_1_0044.png,504.0,21.0
45,2015-04-06 19:22:57.827454208,0.0,0.0,103.12655273437501,325.0,16.0,400.0,16.0,2015-04-06bldg33_0_0045.png,2015-04-06bldg33_1_0045.png,239.0,9.0
46,2015-04-06 19:22:58.293707008,0.0,0.0,131.71244140625,319.0,16.0,386.0,16.0,2015-04-06bldg33_0_0046.png,2015-04-06bldg33_1_0046.png,421.0,477.0
47,2015-04-06 19:22:58.759939840,0.0,0.0,145.94053059895833,319.0,16.0,466.0,16.0,2015-04-06bldg33_0_0047.png,2015-04-06bldg33_1_0047.png,275.0,236.0
48,2015-04-06 19:22:59.226061056,0.0,0.0,145.85099934895834,313.0,16.0,417.0,16.0,2015-04-06bldg33_0_0048.png,2015-04-06bldg33_1_0048.png,552.0,635.0
49,2015-04-06 19:22:59.692198144,0.0,0.0,149.03063802083335,313.0,16.0,434.0,16.0,2015-04-06bldg33_0_0049.png,2015-04-06bldg33_1_0049.png,575.0,555.0
50,2015-04-06 19:23:00.158500864,0.0,0.0,146.18239908854167,307.0,16.0,409.0,16.0,2015-04-06bldg33_0_0050.png,2015-04-06bldg33_1_0050.png,685.0,651.0
51,2015-04-06 19:23:00.624690176,0.0,0.0,142.26881184895834,317.0,16.0,404.0,16.0,2015-04-06bldg33_0_0051.png,2015-04-06bldg33_1_0051.png,596.0,584.0
52,2015-04-06 19:23:01.090821888,0.0,0.0,136.14566731770833,311.0,16.0,384.0,16.0,2015-04-06bldg33_0_0052.png,2015-04-06bldg33_1_0052.png,316.0,394.0
53,2015-04-06 19:23:01.557060864,0.0,0.0,130.072880859375,316.0,16.0,375.0,16.0,2015-04-06bldg33_0_0053.png,2015-04-06bldg33_1_0053.png,318.0,387.0
54,2015-04-06 19:23:02.028203008,0.0,0.0,123.99290364583334,304.0,16.0,361.0,16.0,2015-04-06bldg33_0_0054.png,2015-04-06bldg33_1_0054.png,608.0,447.0
55,2015-04-06 19:23:02.496953088,0.0,0.0,118.714189453125,309.0,16.0,355.0,16.0,2015-04-06bldg33_0_0055.png,2015-04-06bldg33_1_0055.png,571.0,493.0
56,2015-04-06 19:23:02.960539136,0.0,0.0,113.600546875,309.0,16.0,347.0,16.0,2015-04-06bldg33_0_0056.png,2015-04-06bldg33_1_0056.png,525.0,607.0
57,2015-04-06 19:23:03.429303808,0.0,0.0,112.58563151041668,309.0,16.0,343.0,16.0,2015-04-06bldg33_0_0057.png,2015-04-06bldg33_1_0057.png,643.0,611.0
58,2015-04-06 19:23:03.895586048,0.0,0.0,114.06025390625001,314.0,16.0,349.0,16.0,2015-04-06bldg33_0_0058.png,2015-04-06bldg33_1_0058.png,596.0,498.0
59,2015-04-06 19:23:04.361680128,0.0,0.0,112.79220703125,314.0,16.0,353.0,16.0,2015-04-06bldg33_0_0059.png,2015-04-06bldg33_1_0059.png,579.0,545.0
60,2015-04-06 19:23:04.827894016,0.0,0.0,109.49638997395834,308.0,16.0,350.0,16.0,2015-04-06bldg33_0_0060.png,2015-04-06bldg33_1_0060.png,656.0,598.0
61,2015-04-06 19:23:05.294061824,0.0,0.0,109.03127278645835,308.0,16.0,347.0,16.0,2015-04-06bldg33_0_0061.png,2015-04-06bldg33_1_0061.png,590.0,545.0
62,2015-04-06 19:23:05.764715008,0.0,0.0,102.77521158854168,296.0,16.0,352.0,16.0,2015-04-06bldg33_0_0062.png,2015-04-06bldg33_1_0062.png,521.0,524.0
63,2015-04-06 19:23:06.226209024,0.0,0.0,96.50422200520833,285.0,16.0,335.0,16.0,2015-04-06bldg33_0_0063.png,2015-04-06bldg33_1_0063.png,494.0,424.0
64,2015-04-06 19:23:06.690422016,0.0,0.0,92.63341145833334,290.0,16.0,338.0,16.0,2015-04-06bldg33_0_0064.png,2015-04-06bldg33_1_0064.png,363.0,516.0
65,2015-04-06 19:23:07.157007104,0.0,0.0,89.40265950520833,295.0,16.0,333.0,16.0,2015-04-06bldg33_0_0065.png,2015-04-06bldg33_1_0065.png,426.0,474.0
66,2015-04-06 19:23:07.622955008,0.0,0.0,88.78914713541667,305.0,16.0,337.0,16.0,2015-04-06bldg33_0_0066.png,2015-04-06bldg33_1_0066.png,443.0,438.0
67,2015-04-06 19:23:08.091490048,0.0,0.0,88.72619791666668,305.0,16.0,340.0,16.0,2015-04-06bldg33_0_0067.png,2015-04-06bldg33_1_0067.png,472.0,459.0
68,2015-04-06 19:23:08.550200832,0.0,0.0,89.09522460937501,310.0,16.0,345.0,16.0,2015-04-06bldg33_0_0068.png,2015-04-06bldg33_1_0068.png,413.0,422.0
69,2015-04-06 19:23:09.016193024,0.0,0.0,88.82046223958334,320.0,16.0,348.0,16.0,2015-04-06bldg33_0_0069.png,2015-04-06bldg33_1_0069.png,442.0,383.0
70,2015-04-06 19:23:09.482173952,0.0,0.0,89.06766601562501,320.0,16.0,350.0,16.0,2015-04-06bldg33_0_0070.png,2015-04-06bldg33_1_0070.png,466.0,387.0
71,2015-04-06 19:23:09.948178176,0.0,0.0,91.94887695312501,320.0,16.0,353.0,16.0,2015-04-06bldg33_0_0071.png,2015-04-06bldg33_1_0071.png,373.0,386.0
72,2015-04-06 19:23:10.419214080,0.0,0.0,85.115068359375,336.0,16.0,362.0,16.0,2015-04-06bldg33_0_0072.png,2015-04-06bldg33_1_0072.png,386.0,306.0
73,2015-04-06 19:23:10.882699008,0.0,0.0,82.62591796875,313.0,16.0,337.0,16.0,2015-04-06bldg33_0_0073.png,2015-04-06bldg33_1_0073.png,342.0,352.0
74,2015-04-06 19:23:11.348680960,0.0,0.0,86.57683593750001,291.0,16.0,355.0,16.0,2015-04-06bldg33_0_0074.png,2015-04-06bldg33_1_0074.png,410.0,320.0
75,2015-04-06 19:23:11.814693888,0.0,0.0,85.34594075520833,266.0,16.0,355.0,16.0,2015-04-06bldg33_0_0075.png,2015-04-06bldg33_1_0075.png,346.0,354.0
76,2015-04-06 19:23:12.280692992,0.0,0.0,84.54840494791667,257.0,16.0,354.0,16.0,2015-04-06bldg33_0_0076.png,2015-04-06bldg33_1_0076.png,388.0,427.0
77,2015-04-06 19:23:12.746555136,0.0,0.0,87.79799153645834,243.0,16.0,355.0,16.0,2015-04-06bldg33_0_0077.png,2015-04-06bldg33_1_0077.png,401.0,435.0
78,2015-04-06 19:23:13.219938048,0.0,0.0,91.33623697916667,226.0,16.0,365.0,16.0,2015-04-06bldg33_0_0078.png,2015-04-06bldg33_1_0078.png,381.0,335.0
79,2015-04-06 19:23:13.685923072,0.0,0.0,95.95391601562501,214.0,16.0,367.0,16.0,2015-04-06bldg33_0_0079.png,2015-04-06bldg33_1_0079.png,363.0,369.0
80,2015-04-06 19:23:14.154509056,0.0,0.0,106.73812174479167,206.0,16.0,377.0,16.0,2015-04-06bldg33_0_0080.png,2015-04-06bldg33_1_0080.png,284.0,255.0
81,2015-04-06 19:23:14.617896960,0.0,0.0,111.66738606770834,198.0,16.0,395.0,16.0,2015-04-06bldg33_0_0081.png,2015-04-06bldg33_1_0081.png,296.0,355.0
82,2015-04-06 19:23:15.079092992,0.0,0.0,109.54908528645834,194.0,16.0,386.0,16.0,2015-04-06bldg33_0_0082.png,2015-04-06bldg33_1_0082.png,440.0,363.0
83,2015-04-06 19:23:15.545211904,0.0,0.0,118.20366861979167,186.0,16.0,379.0,16.0,2015-04-06bldg33_0_0083.png,2015-04-06bldg33_1_0083.png,421.0,381.0
84,2015-04-06 19:23:16.012655872,0.0,0.0,127.80962890625001,178.0,16.0,402.0,16.0,2015-04-06bldg33_0_0084.png,2015-04-06bldg33_1_0084.png,356.0,356.0
85,2015-04-06 19:23:16.477874944,0.0,0.0,130.37968098958333,174.0,16.0,400.0,16.0,2015-04-06bldg33_0_0085.png,2015-04-06bldg33_1_0085.png,484.0,465.0
86,2015-04-06 19:23:16.948075008,0.0,0.0,132.289892578125,168.0,16.0,397.0,16.0,2015-04-06bldg33_0_0086.png,2015-04-06bldg33_1_0086.png,474.0,380.0
87,2015-04-06 19:23:17.414061056,0.0,0.0,132.747958984375,153.0,16.0,393.0,16.0,2015-04-06bldg33_0_0087.png,2015-04-06bldg33_1_0087.png,551.0,395.0
104,2015-04-06 19:26:50.033441024,5.0,1.0,113.74297200520834,530.0,19.0,530.0,19.0,2015-04-06bldg33_0_0104.png,2015-04-06bldg33_1_0104.png,552.0,490.0
105,2015-04-06 19:26:50.501980160,5.0,1.0,106.48503255208334,531.0,16.0,530.0,20.0,2015-04-06bldg33_0_0105.png,2015-04-06bldg33_1_0105.png,150.0,46.0
106,2015-04-06 19:26:50.970909184,5.0,1.0,137.91378580729167,528.0,16.0,530.0,16.0,2015-04-06bldg33_0_0106.png,2015-04-06bldg33_1_0106.png,186.0,18.0
107,2015-04-06 19:26:51.432185856,5.0,1.0,141.45772460937502,531.0,17.0,297.0,16.0,2015-04-06bldg33_0_0107.png,2015-04-06bldg33_1_0107.png,99.0,123.0
108,2015-04-06 19:26:51.900813056,5.0,1.0,134.89077148437502,487.0,16.0,282.0,16.0,2015-04-06bldg33_0_0108.png,2015-04-06bldg33_1_0108.png,113.0,125.0
109,2015-04-06 19:26:52.365707008,5.0,1.0,136.547548828125,484.0,16.0,187.0,16.0,2015-04-06bldg33_0_0109.png,2015-04-06bldg33_1_0109.png,92.0,80.0
110,2015-04-06 19:26:52.832473088,5.0,1.0,127.30145182291668,453.0,16.0,152.0,16.0,2015-04-06bldg33_0_0110.png,2015-04-06bldg33_1_0110.png,200.0,90.0
111,2015-04-06 19:26:53.293925120,5.0,1.0,116.55753906250001,422.0,16.0,122.0,16.0,2015-04-06bldg33_0_0111.png,2015-04-06bldg33_1_0111.png,101.0,123.0
112,2015-04-06 19:26:53.766038016,5.0,1.0,106.03047526041668,396.0,16.0,310.0,16.0,2015-04-06bldg33_0_0112.png,2015-04-06bldg33_1_0112.png,142.0,78.0
113,2015-04-06 19:26:54.227799808,5.0,1.0,94.663701171875,375.0,16.0,473.0,16.0,2015-04-06bldg33_0_0113.png,2015-04-06bldg33_1_0113.png,122.0,68.0
114,2015-04-06 19:26:54.694243072,5.0,1.0,92.13825520833333,355.0,16.0,457.0,16.0,2015-04-06bldg33_0_0114.png,2015-04-06bldg33_1_0114.png,122.0,94.0
