,Shutter 0,Gain 0,Mean Foreground Illumination 0,Mean BackGround Illumination 0,Contrast 0,Mean 0,Feature Luminance 0,Blur Luminance 0,Shutter 1,Gain 1,Mean Foreground Illumination 1,Mean BackGround Illumination 1,Contrast 1,Mean 1,Feature Luminance 1,Blur Luminance 1,FileLocation,NumMatches
0,499,16,144.4076210093,124.6785508888,237,129.6673339844,144.3893967093,144.4460694698,23,16,22.6592044284,18.3629226211,247,19.4493001302,53.2106918239,52.1352201258,csail03-08-15_0/,112
0,520,16,98.0943743563,47.286907459,235,60.1343164063,103.5772357724,103.0048780488,477,16,70.1850798146,45.8862452074,229,52.0305598958,104.5246153846,106.7646153846,2015-02-22TNQ_1/,84
1,520,16,98.0943743563,47.286907459,235,60.1343164063,103.5772357724,103.0048780488,477,16,76.1272785788,46.9546575462,228,54.3313802083,112.6838905775,113.3328267477,2015-02-22TNQ_1/,82
0,531,16,94.5033728115,54.6128180551,241,64.6997265625,109.1633587786,110.2854961832,250,16,71.0680484037,45.2402405019,232,51.7711783854,114.5819521179,117.7955801105,2015-02-22TNQ_0/,108
1,531,16,94.5033728115,54.6128180551,241,64.6997265625,109.1633587786,110.2854961832,455,16,75.5175720906,48.2795573371,231,55.1670865885,118.9708404803,121.8147512865,2015-02-22TNQ_0/,110
2,531,16,94.5033728115,54.6128180551,241,64.6997265625,109.1633587786,110.2854961832,488,16,71.3909629248,45.8390379923,230,52.3002148438,114.3617810761,117.3617810761,2015-02-22TNQ_0/,107
3,531,16,94.5033728115,54.6128180551,241,64.6997265625,109.1633587786,110.2854961832,477,16,48.9242404737,32.9625697107,186,36.9987109375,85.3475479744,85.7142857143,2015-02-22TNQ_0/,95
4,531,16,94.5033728115,54.6128180551,241,64.6997265625,109.1633587786,110.2854961832,488,16,31.7988542739,22.8059994772,119,25.0799739583,54.8457831325,54.3301204819,2015-02-22TNQ_0/,77
5,531,16,94.5033728115,54.6128180551,241,64.6997265625,109.1633587786,110.2854961832,499,16,79.2796086509,46.2826551063,236,54.6264160156,103.8333333333,106.5502645503,2015-02-22TNQ_0/,111
6,531,16,94.5033728115,54.6128180551,241,64.6997265625,109.1633587786,110.2854961832,520,16,54.7554582904,30.4654539909,234,36.6075358073,95.0327552987,98.1175337187,2015-02-22TNQ_0/,120
0,499.0,16.0,99.92935118434603,91.7449285465319,245.0,93.81447916666667,104.26886145404664,105.3278463648834,520.0,16.0,104.12758753861998,110.50927588009759,245.0,108.89557291666668,110.7116991643454,112.79805013927577,csail03-08-15_0/,186
0,488.0,16.0,66.1354788877446,68.8430768560474,241.0,68.15842122395834,78.937142857142859,79.671428571428578,120.0,16.0,23.326943872296603,26.59171314046706,246.0,25.766168619791667,54.263157894736842,53.037593984962406,csail03-08-15_0/,26
0,499.0,16.0,106.94890576725025,94.49691965841757,243.0,97.6455859375,117.40059127864006,119.24981522542498,466.0,16.0,91.8541709577755,73.52579295921923,243.0,78.160390625,113.80634390651085,115.65525876460768,csail03-08-15_0/,289
0,499.0,16.0,102.41982492276004,146.18730829557336,241.0,135.12006184895833,145.01435406698565,145.60765550239233,77.0,16.0,27.515164778578786,33.82385413035901,211.0,32.22861002604167,70.989436619718305,67.767605633802816,csail03-08-15_0/,106
0,261.0,16.0,175.24442584963955,182.18881578947367,237.0,180.43282552083335,151.32384052074858,149.21806346623271,239.0,16.0,134.33851699279094,173.086354130359,239.0,163.2883984375,140.03725346968591,138.65814463111761,csail03-08-15_0/,333
0,455.0,16.0,108.17875901132852,135.3599773440223,222.0,128.48680989583335,148.26291989664082,148.65374677002583,466.0,16.0,132.343061277034,156.17682119205298,221.0,150.15010742187502,157.79920212765958,159.12765957446808,csail03-08-15_0/,174
0,217.0,16.0,176.3437306900103,165.2008670268386,208.0,168.01850260416668,148.61380597014926,157.45771144278606,12.0,16.0,18.04044799176107,21.241652143604043,50.0,20.432180989583333,31.711340206185568,29.845360824742269,csail03-08-15_0/,155
0,174.0,16.0,156.06763645726056,169.63069884977344,230.0,166.20108072916668,186.11807817589576,184.09364820846906,174.0,16.0,173.40599897013388,177.131382886023,228.0,176.189365234375,190.76261373035567,189.12158808933003,csail03-08-15_0/,166
0,434.0,16.0,190.76923274974254,140.78183600557685,238.0,153.42187825520836,153.32022471910113,157.14719101123595,412.0,16.0,181.55925592173017,142.7106918787034,237.0,152.53411783854168,154.07782101167317,159.85408560311285,csail03-08-15_0/,122
0,499.0,16.0,121.2908728115345,145.57770128964796,240.0,139.43642252604167,166.39395734597156,162.896327014218,509.0,16.0,92.37769052523173,135.20007842453816,241.0,124.37181315104168,145.41708860759493,142.71645569620253,csail03-08-15_0/,113
0,55.0,16.0,165.64002317198765,131.3648178807947,230.0,140.03180338541668,158.72400589101619,158.78468335787923,55.0,16.0,110.07138259526262,104.2459001394214,236.0,105.71895833333333,152.48153409090909,151.78409090909091,csail03-08-15_0/,283
0,336.0,16.0,178.7693614830072,160.81107528755663,232.0,165.35208984375,171.94060370009737,172.45861733203506,380.0,16.0,191.7187693099897,172.69250174276752,224.0,177.50357096354168,190.62317596566524,189.25321888412017,csail03-08-15_0/,91
0,499.0,16.0,127.38426879505664,111.359001394214,242.0,115.41122395833334,141.5121806298277,141.45157456922163,466.0,16.0,159.26331101956745,130.97696061345417,236.0,138.12957682291668,156.09176717357104,155.27897220765601,csail03-08-15_0/,191
0,520.0,16.0,123.69246910401648,177.74487626350646,242.0,164.07693684895835,153.57472890146158,153.99245638849598,499.0,16.0,140.17149845520083,181.1496906587661,240.0,170.78775716145833,160.44909609895339,160.0057088487155,csail03-08-15_0/,547
0,499.0,16.0,105.76766220391349,104.91759323806204,242.0,105.13254557291667,104.57545454545455,104.3,477.0,16.0,94.67520597322348,115.66920529801324,243.0,110.36056640625,114.99757673667204,114.60177705977382,csail03-08-15_0/,247
0,423.0,16.0,158.34200566426364,156.1692183687696,241.0,156.7186393229167,149.21500893388921,150.38356164383561,444.0,16.0,172.24227600411947,144.13885064482398,244.0,151.24521158854168,142.38506493506495,143.60649350649351,csail03-08-15_0/,509
0,207.0,16.0,187.03819515962925,164.36168525618683,232.0,170.095771484375,149.61583387410772,148.95003244646333,217.0,16.0,181.3415808444902,158.2688785291042,231.0,164.10314778645835,143.63197424892704,144.23229613733906,csail03-08-15_0/,411
0,520.0,16.0,177.2778578784758,177.28674189613105,236.0,177.28449544270833,149.52315394242802,150.45306633291614,488.0,16.0,188.00163491246138,175.2458957825026,238.0,178.47137044270835,155.00237529691211,155.67814726840854,csail03-08-15_0/,193
0,499.0,16.0,91.0869078269825,83.65162077378878,240.0,85.53174153645834,84.288014311270132,83.977638640429333,499.0,16.0,92.39737384140062,95.72888637155803,238.0,94.88646484375,93.433227344992048,93.711446740858506,csail03-08-15_0/,120
0,174.0,16.0,193.06062049433575,182.12527884280237,237.0,184.890439453125,162.7074939564867,162.64222401289283,163.0,16.0,196.38975283213182,186.92198065528058,232.0,189.316044921875,163.93992673992673,164.84688644688646,csail03-08-15_0/,69
0,477.0,16.0,163.88294284243048,156.80825200418263,232.0,158.59719075520835,154.45959241040057,154.25298664792692,444.0,16.0,148.86763645726055,159.05824764726384,234.0,156.48140299479167,156.64541832669323,156.35391766268259,csail03-08-15_0/,588
0,509.0,16.0,106.54316426364572,113.80183861972813,243.0,111.966376953125,96.523662551440324,95.962962962962962,444.0,16.0,114.12151132852729,119.61524050191704,242.0,118.22607096354167,103.5675965665236,103.28218884120172,csail03-08-15_0/,114
0,499.0,16.0,91.63556900102986,96.69597420704078,236.0,95.41637695312501,92.831432192648919,93.290240811153353,520.0,16.0,85.90850926879506,94.71916608574416,236.0,92.49126302083334,100.28132387706856,99.626477541371159,csail03-08-15_0/,259
0,434.0,16.0,136.91109680741505,116.36589839665389,238.0,121.56105143229168,138.40478380864766,139.28426862925483,412.0,16.0,147.28601956745624,100.06358051585919,239.0,112.004462890625,134.18707482993196,136.08956916099774,csail03-08-15_0/,109
0,434.0,16.0,85.53247940267765,42.09736842105263,230.0,53.080569661458334,94.856905158069878,93.72878535773711,455.0,16.0,67.62368692070031,44.37544876263506,229.0,50.25410481770834,102.02009273570324,102.61205564142195,2015-02-22TNQ_1/,90
1,434.0,16.0,85.53247940267765,42.09736842105263,230.0,53.080569661458334,94.856905158069878,93.72878535773711,423.0,16.0,69.62911946446962,43.682764029278495,227.0,50.24367838541667,106.23889739663093,106.07503828483921,2015-02-22TNQ_1/,88
0,520.0,16.0,93.6927780638517,54.04068926455211,241.0,64.06729817708334,109.48757763975155,110.54347826086956,228.0,16.0,65.28713954685891,41.98903363541304,230.0,47.880299479166666,106.48689138576779,109.58052434456928,2015-02-22TNQ_0/,107
1,520.0,16.0,93.6927780638517,54.04068926455211,241.0,64.06729817708334,109.48757763975155,110.54347826086956,455.0,16.0,75.51757209062822,48.27955733705124,231.0,55.16708658854167,118.97084048027445,121.81475128644939,2015-02-22TNQ_0/,105
2,520.0,16.0,93.6927780638517,54.04068926455211,241.0,64.06729817708334,109.48757763975155,110.54347826086956,477.0,16.0,69.38778321318229,44.63865894039735,229.0,50.8968359375,110.26355140186917,113.6822429906542,2015-02-22TNQ_0/,101
3,520.0,16.0,93.6927780638517,54.04068926455211,241.0,64.06729817708334,109.48757763975155,110.54347826086956,509.0,16.0,51.395404222451084,34.36696148483792,194.0,38.6728515625,87.901260504201687,89.529411764705884,2015-02-22TNQ_0/,96
4,520.0,16.0,93.6927780638517,54.04068926455211,241.0,64.06729817708334,109.48757763975155,110.54347826086956,434.0,16.0,29.110118434603503,21.117161903102126,104.0,23.13829752604167,50.130750605326874,49.464891041162225,2015-02-22TNQ_0/,75
5,520.0,16.0,93.6927780638517,54.04068926455211,241.0,64.06729817708334,109.48757763975155,110.54347826086956,499.0,16.0,79.27960865087539,46.282655106308816,236.0,54.626416015625004,103.83333333333333,106.55026455026454,2015-02-22TNQ_0/,111
6,520.0,16.0,93.6927780638517,54.04068926455211,241.0,64.06729817708334,109.48757763975155,110.54347826086956,499.0,16.0,55.0581745623069,31.497255141164167,233.0,37.45497721354167,96.173306772908361,98.647410358565736,2015-02-22TNQ_0/,110
0,488.0,16.0,97.91168898043254,90.34658853258975,246.0,92.25953450520834,101.67464788732394,102.38028169014085,466.0,16.0,94.26323377960865,103.25949372603694,245.0,100.98465820312501,106.29763779527559,107.29606299212598,csail03-08-15_0/,184
0,477.0,16.0,64.83858135942327,67.51165040083653,242.0,66.83572591145834,76.664670658682638,76.808383233532936,55.0,16.0,15.071125128733264,16.63126960613454,236.0,16.236764322916667,34.685185185185183,36.037037037037038,csail03-08-15_0/,24
0,466.0,16.0,101.19913748712668,90.26319275008713,244.0,93.028505859375,112.98018292682927,114.62576219512195,401.0,16.0,82.09783728115345,65.77846810735447,244.0,69.90505859375,105.85135135135135,107.56396396396396,csail03-08-15_0/,262
0,477.0,16.0,98.73692070030896,142.15716713140466,242.0,131.17772460937502,139.81180811808119,141.30135301353013,23.0,16.0,14.291156024716788,16.178886371558033,67.0,15.701546223958335,38.786666666666669,34.079999999999998,csail03-08-15_0/,101
0,217.0,16.0,160.4991632337796,169.68232833739978,240.0,167.36023111979168,139.544925124792,138.52579034941763,207.0,16.0,121.91041452111226,162.46722725688392,240.0,152.21184570312502,133.97222222222223,132.3310185185185,csail03-08-15_0/,356
0,423.0,16.0,102.73634140061792,129.670765074939,224.0,122.86000325520834,145.35815842924848,145.83141503046716,434.0,16.0,125.18441040164778,150.0581300104566,224.0,143.768447265625,158.69558011049725,158.76740331491712,csail03-08-15_0/,156
0,261.0,16.0,199.16461122554068,183.57401097943534,201.0,187.51632161458335,168.27707808564233,175.68387909319898,12.0,16.0,18.04044799176107,21.241652143604043,50.0,20.432180989583333,31.711340206185568,29.845360824742269,csail03-08-15_0/,151
0,163.0,16.0,149.01725025746654,163.53441965841756,231.0,159.86354166666666,179.59421487603305,178.26446280991735,174.0,16.0,173.40599897013388,177.131382886023,228.0,176.189365234375,190.76261373035567,189.12158808933003,csail03-08-15_0/,162
0,380.0,16.0,174.34151647785788,127.44605263157894,239.0,139.30425455729167,142.3675310033822,145.9977452085682,347.0,16.0,160.6225411946447,125.92401533635413,239.0,134.69804361979166,138.5206364992541,144.00348085529586,csail03-08-15_0/,124
0,477.0,16.0,117.68367662203914,142.78119553851516,241.0,136.43492187500001,162.90496114763897,158.84817692767484,455.0,16.0,84.61717301750772,128.03306465667478,242.0,117.05472330729168,137.93889618922469,136.27792378449408,csail03-08-15_0/,120
0,88.0,16.0,217.80209835221422,178.83526490066225,218.0,188.68859700520835,207.69500805152978,206.06215780998389,455.0,16.0,245.89687178166838,240.52816747995817,151.0,241.88572265625,210.12578616352201,210.18867924528303,csail03-08-15_0/,573
0,271.0,16.0,157.12847579814624,140.8871993726037,235.0,144.99404296875002,157.72396856581531,159.30255402750493,271.0,16.0,159.45198249227602,141.92312652492157,230.0,146.35555338541667,176.11626016260163,173.51951219512196,csail03-08-15_0/,93
0,466.0,16.0,121.46969618949537,107.32976211223422,242.0,110.90525065104167,140.46940024479804,140.31150550795593,488.0,16.0,162.94631822863028,133.99967758800975,235.0,141.3192578125,155.94211364843335,155.28146574614976,csail03-08-15_0/,185
0,509.0,16.0,121.6934088568486,175.61685691878702,241.0,161.98152669270834,151.72718676122932,151.87659574468086,499.0,16.0,140.17149845520083,181.1496906587661,240.0,170.78775716145833,160.44909609895339,160.0057088487155,csail03-08-15_0/,556
0,488.0,16.0,103.6350411946447,102.98310822586267,242.0,103.14795898437501,102.4547152194211,102.0718954248366,477.0,16.0,94.67520597322348,115.66920529801324,243.0,110.36056640625,114.99757673667204,114.60177705977382,csail03-08-15_0/,226
0,444.0,16.0,162.691271884655,161.14574329034505,242.0,161.53655273437502,151.90095465393796,152.88424821002386,434.0,16.0,170.53286560247167,141.88495555942836,244.0,149.12899739583335,140.89408706952565,142.42235217673814,csail03-08-15_0/,513
0,250.0,16.0,205.58931513903192,180.38218020216104,229.0,186.756171875,159.4776021080369,159.09749670619235,239.0,16.0,190.51185633367663,166.24148222377136,230.0,172.37860026041668,148.73234200743494,149.48114710568242,csail03-08-15_0/,381
0,423.0,16.0,161.11592430484038,154.37427675148135,238.0,156.07900065104167,140.41132075471697,140.93962264150943,434.0,16.0,175.42228372811536,164.8433469850122,238.0,167.5183854166667,147.4820143884892,148.74580335731414,csail03-08-15_0/,177
0,477.0,16.0,87.92659629248197,80.7900880097595,240.0,82.59465820312501,83.321428571428569,82.618131868131869,520.0,16.0,95.56992790937178,98.84316835134193,238.0,98.01548177083333,95.571314741035863,95.757768924302795,csail03-08-15_0/,107
0,228.0,16.0,217.0586894953656,207.41604653189265,233.0,209.85432942708334,184.12530712530713,184.54791154791155,250.0,16.0,221.7858650875386,221.97632886023004,225.0,221.92816731770836,199.51394759087066,199.25105663567203,csail03-08-15_0/,52
0,488.0,16.0,166.40863800205975,158.90559428372254,232.0,160.80284830729167,157.10113154172561,156.69660537482321,466.0,16.0,153.56197219361482,164.5870033112583,233.0,161.79916341145835,160.26890203813281,159.66140696909929,csail03-08-15_0/,605
0,477.0,16.0,101.57469104016478,109.20839142558383,243.0,107.27809895833335,91.93494228751311,91.525708289611757,444.0,16.0,114.12151132852729,119.61524050191704,242.0,118.22607096354167,103.5675965665236,103.28218884120172,csail03-08-15_0/,115
0,466.0,16.0,86.87883625128734,91.34576071802022,234.0,90.21623372395834,91.34691195795007,91.327201051248352,466.0,16.0,78.63505406797117,87.10604304635761,237.0,84.96402994791667,95.32380952380953,94.89115646258503,csail03-08-15_0/,239
0,455.0,16.0,139.3620623069001,119.06756273963053,238.0,124.19932291666667,140.25761772853187,140.68975069252079,23.0,16.0,22.659204428424307,18.36292262112234,247.0,19.449300130208336,53.210691823899374,52.135220125786162,csail03-08-15_0/,95
0,499.0,16.0,94.75151905252318,46.27386720111537,231.0,58.532148437500005,104.99832775919732,103.0752508361204,520.0,16.0,74.27314624098867,48.64378703380969,230.0,55.12454427083334,108.92093023255813,110.90542635658915,2015-02-22TNQ_1/,77
1,499.0,16.0,94.75151905252318,46.27386720111537,231.0,58.532148437500005,104.99832775919732,103.0752508361204,466.0,16.0,74.99495365602472,46.345438306029976,228.0,53.589886067708335,112.62116564417178,112.90490797546012,2015-02-22TNQ_1/,84
0,444.0,16.0,85.2999613800206,47.705385151620774,243.0,57.21172200520834,101.70172684458399,102.74568288854003,228.0,16.0,65.28713954685891,41.98903363541304,230.0,47.880299479166666,106.48689138576779,109.58052434456928,2015-02-22TNQ_0/,108
1,444.0,16.0,85.2999613800206,47.705385151620774,243.0,57.21172200520834,101.70172684458399,102.74568288854003,304.0,16.0,64.9029351184346,41.88909898919484,229.0,47.70848307291667,106.26095238095238,109.37523809523809,2015-02-22TNQ_0/,105
2,444.0,16.0,85.2999613800206,47.705385151620774,243.0,57.21172200520834,101.70172684458399,102.74568288854003,315.0,16.0,49.571910401647784,33.1634062391077,194.0,37.31253580729167,83.987315010570825,86.103594080338269,2015-02-22TNQ_0/,102
3,444.0,16.0,85.2999613800206,47.705385151620774,243.0,57.21172200520834,101.70172684458399,102.74568288854003,477.0,16.0,48.924240473738415,32.96256971070059,186.0,36.9987109375,85.347547974413644,85.714285714285708,2015-02-22TNQ_0/,99
4,444.0,16.0,85.2999613800206,47.705385151620774,243.0,57.21172200520834,101.70172684458399,102.74568288854003,380.0,16.0,26.402330072090628,19.415615196932727,92.0,21.182307942708334,44.331683168316829,44.175742574257427,2015-02-22TNQ_0/,83
5,444.0,16.0,85.2999613800206,47.705385151620774,243.0,57.21172200520834,101.70172684458399,102.74568288854003,499.0,16.0,79.27960865087539,46.282655106308816,236.0,54.626416015625004,103.83333333333333,106.55026455026454,2015-02-22TNQ_0/,111
6,444.0,16.0,85.2999613800206,47.705385151620774,243.0,57.21172200520834,101.70172684458399,102.74568288854003,434.0,16.0,50.67869464469619,29.945041826420354,229.0,35.18784830729167,90.247504990019962,92.12974051896208,2015-02-22TNQ_0/,117
