Frame,Timestamp,Run Number,Baseline,Experimental Mean Luminance,Shutter 0,Gain 0,Shutter 1,Gain 1,Image File 0,Image File 1,Experimental Method,Succesfully Tracked Features 1,Succesfully Tracked Features 0,STF Baseline,STF Experiment,Exposure Baseline,Exposure Experiment,Contrast,Mean Lum,FG Illum,BG Illum,Blur Lum,Exposure Sigma,Exposure Pred
77,2015-04-18 20:47:57.644176128,1.0,1.0,31.092861328125004,336.0,16.0,530.0,64.0,bldg33_2015-04-18_0_0077.png,bldg33_2015-04-18_1_0077.png,GP,174.0,103.0,174.0,103.0,2120.0,336.0,248.0,31.092861328125004,45.84409114315139,26.100374695015685,80.32758620689656,38.18603681860753,323.843167345888
78,2015-04-18 20:47:58.080174080,1.0,1.0,28.96498372395833,335.0,16.0,530.0,64.0,bldg33_2015-04-18_0_0078.png,bldg33_2015-04-18_1_0078.png,GP,192.0,158.0,192.0,158.0,2120.0,335.0,248.0,28.964983723958333,48.434294541709576,22.375684036249563,84.48138957816377,38.13250667990773,325.8126556567365
79,2015-04-18 20:47:58.573803776,1.0,1.0,29.34188802083333,337.0,16.0,530.0,64.0,bldg33_2015-04-18_0_0079.png,bldg33_2015-04-18_1_0079.png,GP,259.0,182.0,259.0,182.0,2120.0,337.0,248.0,29.341888020833334,49.68435890834191,22.457071279191354,85.81277533039648,37.83160349761175,328.082387952177
80,2015-04-18 20:47:59.019115008,1.0,1.0,30.20730143229167,339.0,16.0,530.0,64.0,bldg33_2015-04-18_0_0080.png,bldg33_2015-04-18_1_0080.png,GP,27.0,69.0,27.0,69.0,2120.0,339.0,248.0,30.20730143229167,50.805612770339856,23.23589665388637,107.9271523178808,37.65379577776801,336.84979235897436
81,2015-04-18 20:47:59.528006144,1.0,1.0,29.48771158854167,346.0,16.0,530.0,64.0,bldg33_2015-04-18_0_0081.png,bldg33_2015-04-18_1_0081.png,GP,16.0,47.0,16.0,47.0,2120.0,346.0,248.0,29.487711588541668,46.530677136972194,23.719597420704076,91.43541666666667,36.84706428890583,333.42502283840037
82,2015-04-18 20:48:00.055444992,1.0,1.0,31.29469401041667,343.0,16.0,530.0,64.0,bldg33_2015-04-18_0_0082.png,bldg33_2015-04-18_1_0082.png,GP,215.0,193.0,215.0,193.0,2120.0,343.0,248.0,31.29469401041667,46.094902162718846,26.285630881840362,92.10048622366288,37.10707344258012,332.38461177783984
83,2015-04-18 20:48:00.606885888,1.0,1.0,33.5316015625,343.0,16.0,530.0,46.0,bldg33_2015-04-18_0_0083.png,bldg33_2015-04-18_1_0083.png,GP,212.0,181.0,212.0,181.0,1523.75,343.0,248.0,33.5316015625,57.06524201853759,25.56674799581736,98.98961937716263,36.96004083207369,337.70919476995573
84,2015-04-18 20:48:01.054028032,1.0,1.0,37.648391927083345,347.0,16.0,530.0,40.0,bldg33_2015-04-18_0_0084.png,bldg33_2015-04-18_1_0084.png,GP,14.0,23.0,14.0,23.0,1325.0,347.0,248.0,37.64839192708334,59.628527291452116,30.209315092366676,109.11586901763224,35.74195085189015,347.49107357525867
85,2015-04-18 20:48:01.526712832,1.0,1.0,38.90101888020833,355.0,16.0,530.0,28.0,bldg33_2015-04-18_0_0085.png,bldg33_2015-04-18_1_0085.png,GP,17.0,22.0,17.0,22.0,927.5,355.0,249.0,38.90101888020833,71.36849897013388,27.912547926106658,107.430426716141,35.0892183590928,351.71111766853903
86,2015-04-18 20:48:01.991025920,1.0,1.0,42.46820963541667,359.0,16.0,530.0,31.0,bldg33_2015-04-18_0_0086.png,bldg33_2015-04-18_1_0086.png,GP,88.0,113.0,88.0,113.0,1026.875,359.0,247.0,42.46820963541667,85.49470906282184,27.906086615545487,115.36206896551724,34.79659419914667,359.85477418959994
87,2015-04-18 20:48:02.479197952,1.0,1.0,45.42038411458334,366.0,16.0,530.0,26.0,bldg33_2015-04-18_0_0087.png,bldg33_2015-04-18_1_0087.png,GP,217.0,203.0,217.0,203.0,861.25,366.0,248.0,45.420384114583335,89.35100411946448,30.552265597769257,112.94343065693431,33.062231646831755,367.70494205028115
88,2015-04-18 20:48:03.008872960,1.0,1.0,48.35685546875001,373.0,16.0,530.0,22.0,bldg33_2015-04-18_0_0088.png,bldg33_2015-04-18_1_0088.png,GP,190.0,237.0,190.0,237.0,728.75,373.0,248.0,48.356855468750005,87.79102729145211,35.01053938654584,107.99709302325581,32.584843226101725,367.96642372179565
89,2015-04-18 20:48:03.599191040,1.0,1.0,52.64039713541667,374.0,16.0,530.0,20.0,bldg33_2015-04-18_0_0089.png,bldg33_2015-04-18_1_0089.png,GP,268.0,310.0,268.0,310.0,662.5,374.0,248.0,52.64039713541667,84.78146240988671,41.762399790867896,113.67054714784634,31.65656387798451,373.8310819317204
90,2015-04-18 20:48:04.158760960,1.0,1.0,55.59197916666667,380.0,16.0,530.0,17.0,bldg33_2015-04-18_0_0090.png,bldg33_2015-04-18_1_0090.png,GP,343.0,338.0,343.0,338.0,563.125,380.0,248.0,55.59197916666667,57.541078784757985,54.93231526664343,122.1978021978022,31.66803257623663,371.83736648576047
91,2015-04-18 20:48:04.723790848,1.0,1.0,61.06602864583334,377.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0091.png,bldg33_2015-04-18_1_0091.png,GP,375.0,308.0,375.0,308.0,530.0,377.0,248.0,61.066028645833335,52.79021627188465,63.86693970024398,123.50884955752213,33.76759621352115,365.70042186195525
92,2015-04-18 20:48:05.275691008,1.0,1.0,74.578984375,371.0,16.0,469.0,16.0,bldg33_2015-04-18_0_0092.png,bldg33_2015-04-18_1_0092.png,GP,17.0,29.0,17.0,29.0,469.0,371.0,248.0,74.578984375,100.8188465499485,65.69822237713488,133.17898193760263,34.72480041085759,378.66003808804317
93,2015-04-18 20:48:05.923016960,1.0,1.0,79.3696484375,381.0,16.0,416.0,16.0,bldg33_2015-04-18_0_0093.png,bldg33_2015-04-18_1_0093.png,GP,18.0,40.0,18.0,40.0,416.0,381.0,248.0,79.3696484375,120.69438722966015,65.38347856395957,118.27120418848168,32.03724250258716,386.12363724482594
94,2015-04-18 20:48:06.596911872,1.0,1.0,80.41341796875003,387.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0094.png,bldg33_2015-04-18_1_0094.png,GP,327.0,245.0,327.0,245.0,530.0,387.0,248.0,80.41341796875001,80.0248841400618,80.54491547577553,118.05408062930186,29.9821826189861,387.27941297946836
95,2015-04-18 20:48:07.159425024,1.0,1.0,57.35057291666667,389.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0095.png,bldg33_2015-04-18_1_0095.png,GP,201.0,152.0,201.0,152.0,530.0,389.0,249.0,57.35057291666667,36.466967044284246,64.41853433252004,95.71299435028249,30.95689742595018,352.7756917312198
96,2015-04-18 20:48:07.727395072,1.0,1.0,61.54858398437501,359.0,16.0,397.0,16.0,bldg33_2015-04-18_0_0096.png,bldg33_2015-04-18_1_0096.png,GP,60.0,201.0,60.0,201.0,397.0,359.0,248.0,61.54858398437501,54.16848609680741,64.04634454513767,96.02204408817636,35.40449398389838,347.37393012475127
97,2015-04-18 20:48:08.327032064,1.0,1.0,83.46595377604167,356.0,16.0,418.0,16.0,bldg33_2015-04-18_0_0097.png,bldg33_2015-04-18_1_0097.png,GP,39.0,130.0,39.0,130.0,418.0,356.0,246.0,83.46595377604167,79.87886199794026,84.67998867201115,113.42857142857143,33.64984501642314,373.59063645090407
98,2015-04-18 20:48:09.061683968,1.0,1.0,86.19825520833334,377.0,16.0,390.0,16.0,bldg33_2015-04-18_0_0098.png,bldg33_2015-04-18_1_0098.png,GP,50.0,100.0,50.0,100.0,390.0,377.0,247.0,86.19825520833334,82.59774716786818,87.41683077727431,103.14317507418397,29.52462232970683,384.2211180018432
99,2015-04-18 20:48:09.812547072,1.0,1.0,95.48447591145832,386.0,16.0,307.0,16.0,bldg33_2015-04-18_0_0099.png,bldg33_2015-04-18_1_0099.png,GP,287.0,216.0,287.0,216.0,307.0,386.0,246.0,95.48447591145833,98.10807157569516,94.59653189264552,107.10561797752808,28.922016450971526,396.1113987321197
100,2015-04-18 20:48:10.624658944,1.0,1.0,99.97173828125,397.0,16.0,271.0,16.0,bldg33_2015-04-18_0_0100.png,bldg33_2015-04-18_1_0100.png,GP,87.0,60.0,87.0,60.0,271.0,397.0,246.0,99.97173828125001,106.21385169927909,97.85912338794004,109.87534059945504,27.170476180347073,405.878140247769
101,2015-04-18 20:48:11.404798976,1.0,1.0,116.40276041666668,406.0,16.0,234.0,16.0,bldg33_2015-04-18_0_0101.png,bldg33_2015-04-18_1_0101.png,GP,57.0,58.0,57.0,58.0,234.0,406.0,243.0,116.40276041666668,157.22469104016477,102.58676368072499,117.39524517087668,29.862098068940472,411.4400726163365
102,2015-04-18 20:48:11.964507136,1.0,1.0,118.92196940104168,410.0,16.0,510.0,16.0,bldg33_2015-04-18_0_0102.png,bldg33_2015-04-18_1_0102.png,GP,46.0,35.0,46.0,35.0,510.0,410.0,242.0,118.92196940104168,148.11668383110197,109.04115109794353,128.37818181818182,29.172793450561123,401.01764022667624
103,2015-04-18 20:48:12.635268864,1.0,1.0,93.9891796875,400.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0103.png,bldg33_2015-04-18_1_0103.png,GP,31.0,22.0,31.0,22.0,530.0,400.0,245.0,93.98917968750001,100.06569258496395,91.93261153712095,105.95405669599218,27.611808844287744,386.0241958060725
104,2015-04-18 20:48:13.206622976,1.0,1.0,87.68278971354168,386.0,16.0,313.0,16.0,bldg33_2015-04-18_0_0104.png,bldg33_2015-04-18_1_0104.png,GP,44.0,72.0,44.0,72.0,313.0,386.0,243.0,87.68278971354167,103.69978115345005,82.26191181596374,107.83683360258482,25.49763741502839,407.28766978765447
105,2015-04-18 20:48:13.840987904,1.0,1.0,92.24708984375,409.0,16.0,323.0,16.0,bldg33_2015-04-18_0_0105.png,bldg33_2015-04-18_1_0105.png,GP,64.0,127.0,64.0,127.0,323.0,409.0,244.0,92.24708984375,100.1433702368692,89.5746296619031,105.98097826086956,25.395239903366935,408.4653190674674
106,2015-04-18 20:48:14.280646912,1.0,1.0,102.08803059895834,410.0,16.0,311.0,16.0,bldg33_2015-04-18_0_0106.png,bldg33_2015-04-18_1_0106.png,GP,9.0,11.0,9.0,11.0,311.0,410.0,242.0,102.08803059895834,100.77122811534501,102.53369640989892,140.2064343163539,26.63368082105111,423.104251893251
107,2015-04-18 20:48:14.941374976,1.0,1.0,108.30485677083334,423.0,16.0,260.0,16.0,bldg33_2015-04-18_0_0107.png,bldg33_2015-04-18_1_0107.png,GP,9.0,9.0,9.0,9.0,260.0,423.0,244.0,108.30485677083334,112.52391864057672,106.87693447194144,124.93227091633466,26.397677585155993,413.6310174518784
108,2015-04-18 20:48:15.614289152,1.0,1.0,113.38539388020834,413.0,16.0,251.0,16.0,bldg33_2015-04-18_0_0108.png,bldg33_2015-04-18_1_0108.png,GP,284.0,180.0,284.0,180.0,251.0,413.0,245.0,113.38539388020834,116.28639289392379,112.40356395956779,127.74505494505495,24.847883888350076,423.3977383477924
109,2015-04-18 20:48:16.289071104,1.0,1.0,111.493349609375,422.0,16.0,268.0,16.0,bldg33_2015-04-18_0_0109.png,bldg33_2015-04-18_1_0109.png,GP,196.0,268.0,196.0,268.0,268.0,422.0,245.0,111.493349609375,118.47362255406797,109.13090798187521,122.69419237749547,25.687187563336817,414.2034459626246
110,2015-04-18 20:48:16.928921856,1.0,1.0,106.37490885416668,413.0,16.0,241.0,16.0,bldg33_2015-04-18_0_0110.png,bldg33_2015-04-18_1_0110.png,GP,220.0,319.0,220.0,319.0,241.0,413.0,245.0,106.37490885416668,119.00930741503605,102.098854130359,113.67144432194047,25.42829846301492,413.8778852013987
111,2015-04-18 20:48:17.544961024,1.0,1.0,106.02248697916669,413.0,16.0,253.0,16.0,bldg33_2015-04-18_0_0111.png,bldg33_2015-04-18_1_0111.png,GP,200.0,306.0,200.0,306.0,253.0,413.0,245.0,106.02248697916667,123.3153964984552,100.16978041129313,119.36576354679804,25.91341105954899,417.51960505437046
112,2015-04-18 20:48:18.126120192,1.0,1.0,101.26857421875,416.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0112.png,bldg33_2015-04-18_1_0112.png,GP,139.0,119.0,139.0,119.0,530.0,416.0,244.0,101.26857421875,94.82891349124614,103.4480481003834,124.84018264840182,25.740733897603686,412.0608829975907
113,2015-04-18 20:48:18.614757888,1.0,1.0,75.05734375,412.0,16.0,530.0,21.0,bldg33_2015-04-18_0_0113.png,bldg33_2015-04-18_1_0113.png,GP,23.0,95.0,23.0,95.0,695.625,412.0,245.0,75.05734375,107.08804067971164,64.2167000697107,98.77250409165303,26.486454944255776,393.29243322360975
114,2015-04-18 20:48:19.169198080,1.0,1.0,74.84753580729169,395.0,16.0,530.0,25.0,bldg33_2015-04-18_0_0114.png,bldg33_2015-04-18_1_0114.png,GP,93.0,126.0,93.0,126.0,828.125,395.0,244.0,74.84753580729168,102.9898429454171,65.32289996514464,102.68051948051948,26.102900071521006,401.93489580868277
115,2015-04-18 20:48:19.688023040,1.0,1.0,67.422080078125,406.0,16.0,530.0,18.0,bldg33_2015-04-18_0_0115.png,bldg33_2015-04-18_1_0115.png,GP,180.0,196.0,180.0,196.0,596.25,406.0,244.0,67.422080078125,109.08519567456231,53.32138811432555,101.40992647058823,26.801390631984123,397.0771248617083
116,2015-04-18 20:48:20.161676032,1.0,1.0,87.20583333333335,401.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0116.png,bldg33_2015-04-18_1_0116.png,GP,23.0,37.0,23.0,37.0,530.0,401.0,241.0,87.20583333333335,111.98103759011329,78.82077814569536,122.61778846153847,27.34649166828353,414.2958183929927
117,2015-04-18 20:48:20.746157056,1.0,1.0,93.85162760416668,416.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0117.png,bldg33_2015-04-18_1_0117.png,GP,31.0,39.0,31.0,39.0,530.0,416.0,244.0,93.85162760416667,88.41235839340885,95.69252352736144,118.95797280593325,25.01643179198761,413.3657072715674
118,2015-04-18 20:48:21.301740800,1.0,1.0,90.73150065104169,414.0,16.0,463.0,16.0,bldg33_2015-04-18_0_0118.png,bldg33_2015-04-18_1_0118.png,GP,186.0,186.0,186.0,186.0,463.0,414.0,243.0,90.73150065104167,104.92581101956746,85.92750087138376,120.58030303030303,25.31844935096468,415.9882025427375
119,2015-04-18 20:48:21.843941888,1.0,1.0,105.31838541666669,417.0,16.0,194.0,16.0,bldg33_2015-04-18_0_0119.png,bldg33_2015-04-18_1_0119.png,GP,124.0,131.0,124.0,131.0,194.0,417.0,241.0,105.31838541666667,93.64938208032956,109.2677065179505,138.31323283082077,25.823290206832244,424.1079866498456
120,2015-04-18 20:48:22.357310976,1.0,1.0,121.08503580729167,424.0,16.0,244.0,16.0,bldg33_2015-04-18_0_0120.png,bldg33_2015-04-18_1_0120.png,GP,33.0,88.0,33.0,88.0,244.0,424.0,244.0,121.08503580729167,122.77312049433574,120.51371122342279,130.0893760539629,26.75066616432397,420.4511225323165
121,2015-04-18 20:48:22.858608896,1.0,1.0,113.41267252604167,419.0,16.0,331.0,16.0,bldg33_2015-04-18_0_0121.png,bldg33_2015-04-18_1_0121.png,GP,128.0,149.0,128.0,149.0,331.0,419.0,242.0,113.41267252604167,130.58537590113286,107.60064918089927,126.82287822878229,25.16092341662332,416.3044139624585
122,2015-04-18 20:48:23.323764992,1.0,1.0,94.41140950520834,415.0,16.0,342.0,16.0,bldg33_2015-04-18_0_0122.png,bldg33_2015-04-18_1_0122.png,GP,62.0,130.0,62.0,130.0,342.0,415.0,242.0,94.41140950520834,94.14465756951597,94.50169048448937,122.54485049833887,24.96299275509498,407.30680673846905
123,2015-04-18 20:48:23.765784064,1.0,1.0,89.74830729166668,407.0,16.0,480.0,16.0,bldg33_2015-04-18_0_0123.png,bldg33_2015-04-18_1_0123.png,GP,86.0,159.0,86.0,159.0,480.0,407.0,243.0,89.74830729166668,100.93943099897014,85.96072237713489,132.07788944723617,25.092875106962367,420.59040748073096
124,2015-04-18 20:48:24.201122048,1.0,1.0,91.39106119791668,421.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0124.png,bldg33_2015-04-18_1_0124.png,GP,48.0,104.0,48.0,104.0,530.0,421.0,243.0,91.39106119791667,94.19781153450052,90.44112931334959,130.87643020594965,26.219702690515206,412.6767496041996
125,2015-04-18 20:48:24.583264,1.0,1.0,81.18102213541667,413.0,16.0,530.0,20.0,bldg33_2015-04-18_0_0125.png,bldg33_2015-04-18_1_0125.png,GP,135.0,182.0,135.0,182.0,662.5,413.0,240.0,81.18102213541667,95.70204685890835,76.26644736842105,124.03554502369668,25.395683369765283,410.7928550686474
126,2015-04-18 20:48:24.996507904,1.0,1.0,93.606376953125,412.0,16.0,530.0,19.0,bldg33_2015-04-18_0_0126.png,bldg33_2015-04-18_1_0126.png,GP,53.0,68.0,53.0,68.0,629.375,412.0,240.0,93.60637695312501,101.81029866117404,90.82979696758453,129.72252747252747,25.16966860459835,424.11355647336245
127,2015-04-18 20:48:25.464943872,1.0,1.0,99.24301106770834,425.0,16.0,530.0,17.0,bldg33_2015-04-18_0_0127.png,bldg33_2015-04-18_1_0127.png,GP,47.0,54.0,47.0,54.0,563.125,425.0,241.0,99.24301106770834,106.62886199794028,96.74330341582433,130.67895878524945,25.11605214092502,422.9233575835207
128,2015-04-18 20:48:25.922615040,1.0,1.0,99.71346028645834,423.0,16.0,530.0,18.0,bldg33_2015-04-18_0_0128.png,bldg33_2015-04-18_1_0128.png,GP,47.0,166.0,47.0,166.0,596.25,423.0,241.0,99.71346028645834,114.0851184346035,94.84943795747647,132.26746987951807,24.634264410125674,425.26347800421553
129,2015-04-18 20:48:26.439958016,1.0,1.0,120.1975390625,425.0,16.0,397.0,16.0,bldg33_2015-04-18_0_0129.png,bldg33_2015-04-18_1_0129.png,GP,125.0,216.0,125.0,216.0,397.0,425.0,241.0,120.19753906250001,122.94633110195674,119.26722289996513,140.82841328413284,25.396602313784026,428.21902764335755
130,2015-04-18 20:48:26.972707072,1.0,1.0,134.59734700520835,427.0,16.0,276.0,16.0,bldg33_2015-04-18_0_0130.png,bldg33_2015-04-18_1_0130.png,GP,49.0,140.0,49.0,140.0,276.0,427.0,241.0,134.59734700520835,128.75216271884656,136.57562303938653,141.06367583212736,24.44514564096505,418.7907473593959
131,2015-04-18 20:48:27.530846208,1.0,1.0,145.17419270833338,417.0,16.0,241.0,16.0,bldg33_2015-04-18_0_0131.png,bldg33_2015-04-18_1_0131.png,GP,230.0,266.0,230.0,266.0,241.0,417.0,241.0,145.17419270833335,131.7814237899073,149.706914430115,144.83859649122806,24.188626374862043,412.0218515191663
132,2015-04-18 20:48:28.007000064,1.0,1.0,162.6516796875,411.0,16.0,100.0,16.0,bldg33_2015-04-18_0_0132.png,bldg33_2015-04-18_1_0132.png,GP,253.0,104.0,253.0,104.0,100.0,411.0,239.0,162.6516796875,131.23268537590113,173.28529539909377,149.363436123348,25.603229089501102,397.7303838248211
133,2015-04-18 20:48:28.526810880,1.0,1.0,165.94320963541668,397.0,16.0,96.0,16.0,bldg33_2015-04-18_0_0133.png,bldg33_2015-04-18_1_0133.png,GP,97.0,121.0,97.0,121.0,96.0,397.0,240.0,165.94320963541668,181.53332904222452,160.6668046357616,147.1879106438896,27.138245641246435,379.5137599836949
134,2015-04-18 20:48:29.064029952,1.0,1.0,155.9011653645833,380.0,16.0,83.0,16.0,bldg33_2015-04-18_0_0134.png,bldg33_2015-04-18_1_0134.png,GP,337.0,207.0,337.0,207.0,83.0,380.0,244.0,155.90116536458333,220.6601570545829,133.98377919135586,132.39439655172413,31.51473053039223,346.8530520863643
135,2015-04-18 20:48:29.662221056,1.0,1.0,157.82594726562505,349.0,16.0,55.0,16.0,bldg33_2015-04-18_0_0135.png,bldg33_2015-04-18_1_0135.png,GP,290.0,236.0,290.0,236.0,55.0,349.0,243.0,157.82594726562502,231.28998455200824,132.96237800627395,135.70100502512562,38.49666402606241,326.70404079128474
136,2015-04-18 20:48:30.172104960,1.0,1.0,161.53780598958338,329.0,16.0,44.0,16.0,bldg33_2015-04-18_0_0136.png,bldg33_2015-04-18_1_0136.png,GP,272.0,198.0,272.0,198.0,44.0,329.0,241.0,161.53780598958335,221.27188465499486,141.32107877309167,139.83239436619718,38.3776721270906,316.2591596691032
137,2015-04-18 20:48:30.733676800,1.0,1.0,170.69239583333334,318.0,16.0,34.0,16.0,bldg33_2015-04-18_0_0137.png,bldg33_2015-04-18_1_0137.png,GP,208.0,106.0,208.0,106.0,34.0,318.0,241.0,170.69239583333334,218.87117662203914,154.38650662251655,159.9106796116505,35.55556733812451,312.96539820338273
138,2015-04-18 20:48:31.247432960,1.0,1.0,178.65375651041668,315.0,16.0,50.0,16.0,bldg33_2015-04-18_0_0138.png,bldg33_2015-04-18_1_0138.png,GP,207.0,233.0,207.0,233.0,50.0,315.0,240.0,178.65375651041668,224.11717301750772,163.26686998954338,160.37136465324386,34.648870283217974,303.4812608247928
139,2015-04-18 20:48:31.755456,1.0,1.0,182.80071940104168,305.0,16.0,40.0,16.0,bldg33_2015-04-18_0_0139.png,bldg33_2015-04-18_1_0139.png,GP,277.0,165.0,277.0,165.0,40.0,305.0,240.0,182.80071940104168,202.42716271884655,176.15823893342628,148.97794117647058,33.748932176190024,300.14439216003365
140,2015-04-18 20:48:32.214941952,1.0,1.0,187.81032877604167,302.0,16.0,49.0,16.0,bldg33_2015-04-18_0_0140.png,bldg33_2015-04-18_1_0140.png,GP,272.0,164.0,272.0,164.0,49.0,302.0,240.0,187.81032877604167,214.21668383110196,178.8732180202161,157.3145896656535,32.00519068186035,305.11959738229206
141,2015-04-18 20:48:32.666183936,1.0,1.0,179.2839778645833,306.0,16.0,95.0,16.0,bldg33_2015-04-18_0_0141.png,bldg33_2015-04-18_1_0141.png,GP,188.0,125.0,188.0,125.0,95.0,306.0,239.0,179.28397786458333,196.4799948506694,173.46406413384454,164.31792975970424,32.09011586338905,297.9976382178249
142,2015-04-18 20:48:33.131685888,1.0,1.0,150.16545572916667,300.0,16.0,249.0,16.0,bldg33_2015-04-18_0_0142.png,bldg33_2015-04-18_1_0142.png,GP,46.0,171.0,46.0,171.0,249.0,300.0,239.0,150.16545572916667,139.74935633367662,153.69073719065875,146.11623246492985,29.3039391045734,305.72515798815
143,2015-04-18 20:48:33.565951232,1.0,1.0,119.53618815104169,309.0,16.0,386.0,16.0,bldg33_2015-04-18_0_0143.png,bldg33_2015-04-18_1_0143.png,GP,51.0,39.0,51.0,39.0,386.0,309.0,239.0,119.53618815104167,79.34580329557157,133.138441094458,123.44103773584905,30.98085100256819,337.8606449681056
144,2015-04-18 20:48:34.078697984,1.0,1.0,97.6373828125,339.0,16.0,407.0,16.0,bldg33_2015-04-18_0_0144.png,bldg33_2015-04-18_1_0144.png,GP,55.0,55.0,55.0,55.0,407.0,339.0,241.0,97.63738281250001,69.17927394438723,107.26890031369815,124.29452054794521,33.349350439498096,369.1691901983887
145,2015-04-18 20:48:34.641246976,1.0,1.0,102.43116861979168,369.0,16.0,494.0,16.0,bldg33_2015-04-18_0_0145.png,bldg33_2015-04-18_1_0145.png,GP,278.0,236.0,278.0,236.0,494.0,369.0,239.0,102.43116861979168,80.03743563336766,110.01022568839316,122.6752688172043,31.69586963639615,388.06625380422327
146,2015-04-18 20:48:35.209570816,1.0,1.0,89.43888997395834,388.0,16.0,461.0,16.0,bldg33_2015-04-18_0_0146.png,bldg33_2015-04-18_1_0146.png,GP,228.0,279.0,228.0,279.0,461.0,388.0,239.0,89.43888997395834,84.55746652935119,91.09098553502963,117.91046831955923,28.27566231386656,397.00264102264737
147,2015-04-18 20:48:35.769675008,1.0,1.0,87.471591796875,398.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0147.png,bldg33_2015-04-18_1_0147.png,GP,316.0,242.0,316.0,242.0,530.0,398.0,242.0,87.471591796875,73.75423532440783,92.11416869989543,120.67153284671532,26.35186749117237,406.0391610605408
148,2015-04-18 20:48:36.300173056,1.0,1.0,79.29179036458333,407.0,16.0,530.0,16.0,bldg33_2015-04-18_0_0148.png,bldg33_2015-04-18_1_0148.png,GP,260.0,283.0,260.0,283.0,530.0,407.0,243.0,79.29179036458333,72.08429454170958,81.73113454165214,109.07773386034256,26.87188101142257,393.5232636518416
149,2015-04-18 20:48:36.932687872,1.0,1.0,117.00144856770834,396.0,16.0,222.0,16.0,bldg33_2015-04-18_0_0149.png,bldg33_2015-04-18_1_0149.png,GP,197.0,300.0,197.0,300.0,222.0,396.0,242.0,117.00144856770834,87.5355561277034,126.97404583478564,137.65433403805497,29.821599055094758,415.2705946139591
150,2015-04-18 20:48:37.519256064,1.0,1.0,154.32006510416667,415.0,16.0,92.0,16.0,bldg33_2015-04-18_0_0150.png,bldg33_2015-04-18_1_0150.png,GP,104.0,116.0,104.0,116.0,92.0,415.0,240.0,154.32006510416667,132.2228630278064,161.79876263506446,158.83743169398906,30.9210735844984,404.9456859882983
151,2015-04-18 20:48:38.010020864,1.0,1.0,225.95610351562505,403.0,16.0,50.0,16.0,bldg33_2015-04-18_0_0151.png,bldg33_2015-04-18_1_0151.png,GP,46.0,130.0,46.0,130.0,50.0,403.0,232.0,225.95610351562502,241.0780252317199,220.83815789473684,193.61149425287357,37.71089962114076,339.0949512455786
152,2015-04-18 20:48:38.359448832,1.0,1.0,250.21692057291668,340.0,16.0,27.0,16.0,bldg33_2015-04-18_0_0152.png,bldg33_2015-04-18_1_0152.png,GP,66.0,70.0,66.0,70.0,27.0,340.0,182.0,250.21692057291668,253.20431256436663,249.20585134193098,216.36805555555554,44.518109144306145,295.41122253396816
153,2015-04-18 20:48:38.637923072,1.0,1.0,254.01458658854168,294.0,16.0,20.0,16.0,bldg33_2015-04-18_0_0153.png,bldg33_2015-04-18_1_0153.png,GP,73.0,15.0,73.0,15.0,20.0,294.0,160.0,254.01458658854168,255.0,253.6810779017079,220.55555555555554,48.933255864255685,294.6700192307242
154,2015-04-18 20:48:39.088912896,1.0,1.0,254.99998046875,297.0,16.0,10.0,16.0,bldg33_2015-04-18_0_0154.png,bldg33_2015-04-18_1_0154.png,GP,45.0,0.0,45.0,0.0,10.0,297.0,2.0,254.99998046875,255.0,254.99997385848727,255.0,49.03812281305362,293.9392061211167
155,2015-04-18 20:48:39.560941056,1.0,1.0,255.00000000000003,297.0,16.0,3.0,16.0,bldg33_2015-04-18_0_0155.png,bldg33_2015-04-18_1_0155.png,GP,623.0,0.0,623.0,0.0,3.0,297.0,0.0,255.00000000000003,255.0,255.0,255.0,49.03892262795572,293.93223729751395
156,2015-04-18 20:48:40.024676096,1.0,1.0,254.9854296875,297.0,16.0,1.0,16.0,bldg33_2015-04-18_0_0156.png,bldg33_2015-04-18_1_0156.png,GP,410.0,0.0,410.0,0.0,1.0,297.0,106.0,254.98542968750002,255.0,254.98049843150923,255.0,49.03892262795572,293.93223729751395
157,2015-04-18 20:48:40.490955008,1.0,1.0,255.00000000000003,297.0,16.0,1.0,16.0,bldg33_2015-04-18_0_0157.png,bldg33_2015-04-18_1_0157.png,GP,87.0,0.0,87.0,0.0,1.0,297.0,0.0,255.00000000000003,255.0,255.0,255.0,49.038922627128116,293.9322372894966
158,2015-04-18 20:48:40.962543872,1.0,1.0,255.00000000000003,297.0,16.0,1.0,16.0,bldg33_2015-04-18_0_0158.png,bldg33_2015-04-18_1_0158.png,GP,115.0,0.0,115.0,0.0,1.0,297.0,0.0,255.00000000000003,255.0,255.0,255.0,49.03892262795572,293.93223729751395
